,DownEventID,UpEventID,DownTime,UpTime,ActionTime,DownEvent,UpEvent,Cursorposition,WordCount,TextChange,Activity
1,1,1,41653,41794,141,Leftclick,Leftclick,0,0,NoChange,Nonproduction
2,2,2,78254,78254,0,Shift,Shift,0,0,NoChange,Nonproduction
3,3,3,78275,78435,160,S,s,1,1,S,Input
4,4,4,79003,79122,119,Backspace,Backspace,0,0,S,Remove/Cut
5,5,5,79763,79763,0,Alt,Alt,0,0,NoChange,Nonproduction
6,6,6,79870,80026,156,b,b,1,0,b,Input
7,7,7,80131,80227,96,j,j,2,1,j,Input
8,8,8,80291,80426,135,z,z,3,1,z,Input
9,9,9,80571,80650,79,Backspace,Backspace,2,1,z,Remove/Cut
10,10,10,80737,80833,96,Backspace,Backspace,1,0,j,Remove/Cut
11,11,11,80891,80970,79,Backspace,Backspace,0,0,b,Remove/Cut
12,12,12,81859,81859,0,Shift,Shift,0,0,NoChange,Nonproduction
13,13,13,82203,82346,143,W,w,1,1,W,Input
14,14,14,82507,82603,96,h,h,2,1,h,Input
15,15,15,82731,82803,72,y,y,3,1,y,Input
16,16,16,82827,82930,103,Space,Space,4,1, ,Input
17,17,17,83131,83186,55,Backspace,Backspace,3,1, ,Remove/Cut
18,18,18,83515,83610,95,Space,Space,4,1, ,Input
19,19,19,83651,83850,199,a,a,5,2,a,Input
20,20,20,83755,83890,135,r,r,6,2,r,Input
21,21,21,83835,83914,79,e,e,7,2,e,Input
22,22,22,83875,83978,103,Space,Space,8,2, ,Input
23,23,23,84075,84178,103,s,s,9,3,s,Input
24,24,24,84154,84259,105,o,o,10,3,o,Input
25,25,25,84275,84354,79,Space,Space,11,3, ,Input
26,26,26,84683,84722,39,Backspace,Backspace,10,3, ,Remove/Cut
27,27,27,84809,84881,72,Backspace,Backspace,9,3,o,Remove/Cut
28,28,28,84961,85082,121,Backspace,Backspace,8,2,s,Remove/Cut
29,29,29,85115,85236,121,w,w,9,3,w,Input
30,30,30,85219,85314,95,e,e,10,3,e,Input
31,31,31,85339,85418,79,Space,Space,11,3, ,Input
32,32,32,85499,85618,119,s,s,12,4,s,Input
33,33,33,85603,85699,96,o,o,13,4,o,Input
34,34,34,85723,85802,79,Space,Space,14,4, ,Input
35,35,35,86043,86170,127,f,f,15,5,f,Input
36,36,36,86188,86282,94,i,i,16,5,i,Input
37,37,37,86363,86442,79,x,x,17,5,x,Input
38,38,38,86643,86746,103,a,a,18,5,a,Input
39,39,39,86827,86946,119,t,t,19,5,t,Input
40,40,40,86931,87010,79,e,e,20,5,e,Input
41,41,41,87107,87234,127,d,d,21,5,d,Input
42,42,42,87292,87418,126,Space,Space,22,5, ,Input
43,43,43,87475,87634,159,o,o,23,6,o,Input
44,44,44,87555,87714,159,n,n,24,6,n,Input
45,45,45,87651,87730,79,Space,Space,25,6, ,Input
46,46,46,87916,88035,119,t,t,26,7,t,Input
47,47,47,88019,88114,95,h,h,27,7,h,Input
48,48,48,88155,88235,80,e,e,28,7,e,Input
49,49,49,88195,88314,119,Space,Space,29,7, ,Input
50,50,50,88724,88842,118,n,n,30,8,n,Input
51,51,51,88803,88859,56,o,o,31,8,o,Input
52,52,52,88899,89001,102,t,t,32,8,t,Input
53,53,53,89027,89163,136,i,i,33,8,i,Input
54,54,54,89107,89323,216,o,o,34,8,o,Input
55,55,55,89187,89346,159,n,n,35,8,n,Input
56,56,56,89691,89802,111,Space,Space,36,8, ,Input
57,57,57,89947,90074,127,o,o,37,9,o,Input
58,58,58,90091,90194,103,f,f,38,9,f,Input
59,59,59,90155,90250,95,Space,Space,39,9, ,Input
60,60,60,90307,90307,0,Shift,Shift,39,9,NoChange,Nonproduction
61,61,61,90371,90466,95,"\""","\""",40,9,"\""",Input
62,62,62,90676,90771,95,h,h,41,10,h,Input
63,63,63,90812,90930,118,a,a,42,10,a,Input
64,64,64,90915,90954,39,p,p,43,10,p,Input
65,65,65,91000,91131,131,p,p,44,10,p,Input
66,66,66,91300,91394,94,i,i,45,10,i,Input
67,67,67,91523,91618,95,n,n,46,10,n,Input
68,68,68,91595,91698,103,e,e,47,10,e,Input
69,69,69,91755,91818,63,s,s,48,10,s,Input
70,70,70,91889,91978,89,s,s,49,10,s,Input
71,71,71,92123,92123,0,Shift,Shift,49,10,NoChange,Nonproduction
72,72,72,92163,92259,96,"\""","\""",50,10,"\""",Input
73,73,73,92809,92809,0,Shift,Shift,50,10,NoChange,Nonproduction
74,74,74,92827,92907,80,?,?,51,10,?,Input
75,75,75,93755,93851,96,Space,Space,52,10, ,Input
76,76,76,96291,96291,0,Shift,Shift,52,10,NoChange,Nonproduction
77,77,77,96355,96474,119,T,t,53,11,T,Input
78,78,78,96491,96570,79,h,h,54,11,h,Input
79,79,79,96595,96674,79,e,e,55,11,e,Input
80,80,80,96715,96818,103,Space,Space,56,11, ,Input
81,81,81,96938,97058,120,c,c,57,12,c,Input
82,82,82,97035,97155,120,o,o,58,12,o,Input
83,83,83,97099,97194,95,n,n,59,12,n,Input
84,84,84,97237,97315,78,c,c,60,12,c,Input
85,85,85,97420,97522,102,e,e,61,12,e,Input
86,86,86,97539,97642,103,p,p,62,12,p,Input
87,87,87,97684,97763,79,t,t,63,12,t,Input
88,88,88,97819,97882,63,Space,Space,64,12, ,Input
89,89,89,98067,98146,79,w,w,65,13,w,Input
90,90,90,98227,98323,96,a,a,66,13,a,Input
91,91,91,98283,98386,103,s,s,67,13,s,Input
92,92,92,98443,98546,103,Space,Space,68,13, ,Input
93,93,93,98867,98946,79,Backspace,Backspace,67,13, ,Remove/Cut
94,94,94,99017,99090,73,Backspace,Backspace,66,13,s,Remove/Cut
95,95,95,99155,99234,79,Backspace,Backspace,65,13,a,Remove/Cut
96,96,96,99321,99370,49,Backspace,Backspace,64,12,w,Remove/Cut
97,97,97,102275,102402,127,c,c,65,13,c,Input
98,98,98,102539,102578,39,a,a,66,13,a,Input
99,99,99,102619,102715,96,n,n,67,13,n,Input
100,100,100,102676,102778,102,Space,Space,68,13, ,Input
101,101,101,103205,103298,93,m,m,69,14,m,Input
102,102,102,103340,103458,118,a,a,70,14,a,Input
103,103,103,103419,103498,79,k,k,71,14,k,Input
104,104,104,103523,103626,103,e,e,72,14,e,Input
105,105,105,103683,103762,79,Space,Space,73,14, ,Input
106,106,106,104467,104530,63,u,u,74,15,u,Input
