,DownEventID,UpEventID,DownTime,UpTime,ActionTime,DownEvent,UpEvent,Cursorposition,WordCount,TextChange,Activity
1,1,1,44234,44382,148,Leftclick,Leftclick,0,0,NoChange,Nonproduction
2,2,2,117907,117907,0,Shift,Shift,0,0,NoChange,Nonproduction
3,3,3,118658,118748,90,T,T,1,1,T,Input
4,4,4,124026,124097,71,Backspace,Backspace,0,0,T,Remove/Cut
5,5,5,124739,124739,0,Shift,Shift,0,0,NoChange,Nonproduction
6,6,6,134930,135026,96,W,W,1,1,W,Input
7,7,7,135218,135346,128,h,h,2,1,h,Input
8,8,8,135290,135386,96,e,e,3,1,e,Input
9,9,9,135371,135474,103,t,t,4,1,t,Input
10,10,10,135490,135626,136,h,h,5,1,h,Input
11,11,11,135506,135634,128,e,e,6,1,e,Input
12,12,12,135578,135658,80,r,r,7,1,r,Input
13,13,13,135642,135714,72,Space,Space,8,1, ,Input
14,14,14,135706,135827,121,o,o,9,2,o,Input
15,15,15,135778,135842,64,r,r,10,2,r,Input
16,16,16,135820,135898,78,Space,Space,11,2, ,Input
17,17,17,135874,136026,152,n,n,12,3,n,Input
18,18,18,135922,136050,128,o,o,13,3,o,Input
19,19,19,135955,136058,103,t,t,14,3,t,Input
20,20,20,136002,136106,104,Space,Space,15,3, ,Input
21,21,21,136794,136898,104,s,s,16,4,s,Input
22,22,22,136954,137082,128,u,u,17,4,u,Input
23,23,23,137035,137114,79,c,c,18,4,c,Input
24,24,24,137185,137273,88,c,c,19,4,c,Input
25,25,25,137346,137434,88,e,e,20,4,e,Input
26,26,26,137490,137570,80,s,s,21,4,s,Input
27,27,27,137650,137754,104,s,s,22,4,s,Input
28,28,28,140034,140098,64,Backspace,Backspace,21,4,s,Remove/Cut
29,29,29,140162,140234,72,Backspace,Backspace,20,4,s,Remove/Cut
30,30,30,140290,140370,80,Backspace,Backspace,19,4,e,Remove/Cut
31,31,31,140442,140506,64,Backspace,Backspace,18,4,c,Remove/Cut
32,32,32,140585,140659,74,Backspace,Backspace,17,4,c,Remove/Cut
33,33,33,140714,140794,80,Backspace,Backspace,16,4,u,Remove/Cut
34,34,34,141058,141145,87,Backspace,Backspace,15,3,s,Remove/Cut
35,35,35,141178,141306,128,c,c,16,4,c,Input
36,36,36,141338,141411,73,o,o,17,4,o,Input
37,37,37,141490,141658,168,o,o,18,4,o,Input
38,38,38,141578,141682,104,p,p,19,4,p,Input
39,39,39,141666,141770,104,e,e,20,4,e,Input
40,40,40,141722,141801,79,r,r,21,4,r,Input
41,41,41,141795,141922,127,a,a,22,4,a,Input
42,42,42,141914,142010,96,t,t,23,4,t,Input
43,43,43,141994,142178,184,i,i,24,4,i,Input
44,44,44,142034,142162,128,o,o,25,4,o,Input
45,45,45,142106,142250,144,n,n,26,4,n,Input
46,46,46,142434,142498,64,Space,Space,27,4, ,Input
47,47,47,221082,221742,660,Backspace,Backspace,26,4, ,Remove/Cut
