,DownEventID,UpEventID,DownTime,UpTime,ActionTime,DownEvent,UpEvent,Cursorposition,WordCount,TextChange,Activity
1,1,1,1120,1247,127,Leftclick,Leftclick,0,0,NoChange,Nonproduction
2,2,2,13598,13598,0,Shift,Shift,0,0,NoChange,Nonproduction
3,3,3,13666,13747,81,M,m,1,1,M,Input
4,4,4,13786,13891,105,a,a,2,1,a,Input
5,5,5,13851,13938,87,n,n,3,1,n,Input
6,6,6,13994,14090,96,y,y,4,1,y,Input
7,7,7,14018,14082,64,Space,Space,5,1, ,Input
8,8,8,14131,14203,72,p,p,6,2,p,Input
9,9,9,14234,14307,73,e,e,7,2,e,Input
10,10,10,14266,14331,65,o,o,8,2,o,Input
11,11,11,14378,14459,81,p,p,9,2,p,Input
12,12,12,14410,14498,88,l,l,10,2,l,Input
13,13,13,14467,14538,71,e,e,11,2,e,Input
14,14,14,14586,14635,49,Space,Space,12,2, ,Input
15,15,15,14618,14698,80,q,q,13,3,q,Input
16,16,16,14715,14834,119,u,u,14,3,u,Input
17,17,17,14803,14866,63,e,e,15,3,e,Input
18,18,18,14931,14986,55,s,s,16,3,s,Input
19,19,19,15035,15131,96,t,t,17,3,t,Input
20,20,20,15058,15123,65,i,i,18,3,i,Input
21,21,21,15186,15259,73,o,o,19,3,o,Input
22,22,22,15218,15299,81,n,n,20,3,n,Input
23,23,23,15354,15443,89,Space,Space,21,3, ,Input
24,24,24,15386,15466,80,w,w,22,4,w,Input
25,25,25,15498,15603,105,h,h,23,4,h,Input
26,26,26,15506,15563,57,e,e,24,4,e,Input
27,27,27,15651,15707,56,t,t,25,4,t,Input
28,28,28,15747,15835,88,h,h,26,4,h,Input
29,29,29,15795,15859,64,e,e,27,4,e,Input
30,30,30,15922,16002,80,r,r,28,4,r,Input
31,31,31,15978,16074,96,Space,Space,29,4, ,Input
32,32,32,16042,16114,72,o,o,30,5,o,Input
33,33,33,16098,16243,145,r,r,31,5,r,Input
34,34,34,16170,16250,80,Space,Space,32,5, ,Input
35,35,35,16306,16419,113,n,n,33,6,n,Input
36,36,36,16363,16459,96,o,o,34,6,o,Input
37,37,37,16426,16539,113,t,t,35,6,t,Input
38,38,38,16515,16611,96,Space,Space,36,6, ,Input
39,39,39,19595,19675,80,p,p,37,7,p,Input
40,40,40,19635,19706,71,e,e,38,7,e,Input
41,41,41,19771,19859,88,r,r,39,7,r,Input
42,42,42,19907,19994,87,s,s,40,7,s,Input
