"","DownEventID","UpEventID","DownTime","UpTime","ActionTime","DownEvent","UpEvent","Cursorposition","WordCount","TextChange","Activity"
"1","1","1",929,1018,89,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"2","2","2",421209,421209,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"3","3","3",421228,421331,103,"T","t","1","1","T","Input"
"4","4","4",421371,421475,104,"h","h","2","1","h","Input"
"5","5","5",421459,421555,96,"e","e","3","1","e","Input"
"6","6","6",421547,421674,127,"Space","Space","4","1"," ","Input"
"7","7","7",421658,421739,81,"w","w","5","2","w","Input"
"8","8","8",421780,421860,80,"o","o","6","2","o","Input"
"9","9","9",421875,421964,89,"r","r","7","2","r","Input"
"10","10","10",421971,422084,113,"l","l","8","2","l","Input"
"11","11","11",422123,422236,113,"d","d","9","2","d","Input"
"12","12","12",422203,422412,209,"Space","Space","10","2"," ","Input"
"13","13","13",422363,422458,95,"a","a","11","3","a","Input"
"14","14","14",422498,422563,65,"r","r","12","3","r","Input"
"15","15","15",422571,422650,79,"o","o","13","3","o","Input"
"16","16","16",422746,422820,74,"u","u","14","3","u","Input"
"17","17","17",422923,423036,113,"n","n","15","3","n","Input"
"18","18","18",423019,423108,89,"d","d","16","3","d","Input"
"19","19","19",423115,423228,113,"Space","Space","17","3"," ","Input"
"20","20","20",423402,423915,513,"Backspace","Backspace","16","3"," ","Remove/Cut"
"21","21","21",423915,423946,31,"Backspace","Backspace","15","3","d","Remove/Cut"
"22","22","22",423946,423977,31,"Backspace","Backspace","14","3","n","Remove/Cut"
"23","23","23",423977,424007,30,"Backspace","Backspace","13","3","u","Remove/Cut"
"24","24","24",424007,424039,32,"Backspace","Backspace","12","3","o","Remove/Cut"
"25","25","25",424039,424070,31,"Backspace","Backspace","11","3","r","Remove/Cut"
"26","26","26",424070,424115,45,"Backspace","Backspace","10","2","a","Remove/Cut"
"27","27","27",424115,424146,31,"Backspace","Backspace","9","2"," ","Remove/Cut"
"28","28","28",424146,424178,32,"Backspace","Backspace","8","2","d","Remove/Cut"
"29","29","29",424178,424208,30,"Backspace","Backspace","7","2","l","Remove/Cut"
"30","30","30",424208,424239,31,"Backspace","Backspace","6","2","r","Remove/Cut"
"31","31","31",424239,424269,30,"Backspace","Backspace","5","2","o","Remove/Cut"
"32","32","32",424269,424300,31,"Backspace","Backspace","4","1","w","Remove/Cut"
"33","33","33",424300,424332,32,"Backspace","Backspace","3","1"," ","Remove/Cut"
"34","34","34",424332,424379,47,"Backspace","Backspace","2","1","e","Remove/Cut"
"35","35","35",424379,424409,30,"Backspace","Backspace","1","1","h","Remove/Cut"
"36","36","36",424409,424441,32,"Backspace","Backspace","0","0","T","Remove/Cut"
"37","37","37",424441,424472,31,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"38","38","38",424472,424491,19,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"39","39","39",424611,424611,0,"Tab","Tab","0","0","NoChange","Nonproduction"
"40","40","40",425893,425984,91,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"41","41","41",426348,426348,0,"Tab","Tab","0","0","NoChange","Nonproduction"
"42","42","42",428064,428158,94,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"43","43","43",429300,429300,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"44","44","44",429354,429460,106,"T","t","1","1","T","Input"
"45","45","45",429499,429587,88,"h","h","2","1","h","Input"
"46","46","46",429595,429682,87,"e","e","3","1","e","Input"
"47","47","47",429675,429780,105,"Space","Space","4","1"," ","Input"
"48","48","48",429787,429875,88,"w","w","5","2","w","Input"
"49","49","49",429891,429980,89,"o","o","6","2","o","Input"
"50","50","50",429948,430035,87,"r","r","7","2","r","Input"
"51","51","51",430058,430163,105,"l","l","8","2","l","Input"
"52","52","52",430171,430235,64,"d","d","9","2","d","Input"
"53","53","53",430219,430362,143,"Space","Space","10","2"," ","Input"
"54","54","54",430339,430435,96,"a","a","11","3","a","Input"
"55","55","55",430443,430539,96,"r","r","12","3","r","Input"
"56","56","56",430531,430603,72,"o","o","13","3","o","Input"
"57","57","57",430700,430787,87,"u","u","14","3","u","Input"
"58","58","58",430907,431028,121,"n","n","15","3","n","Input"
"59","59","59",431011,431091,80,"d","d","16","3","d","Input"
"60","60","60",431099,431235,136,"Space","Space","17","3"," ","Input"
"61","61","61",431172,431291,119,"u","u","18","4","u","Input"
"62","62","62",431243,431314,71,"s","s","19","4","s","Input"
"63","63","63",431387,431492,105,"Space","Space","20","4"," ","Input"
"64","64","64",431619,431731,112,"i","i","21","5","i","Input"
"65","65","65",431699,431771,72,"s","s","22","5","s","Input"
"66","66","66",431780,431923,143,"Space","Space","23","5"," ","Input"
"67","67","67",431874,431972,98,"f","f","24","6","f","Input"
"68","68","68",431979,432075,96,"u","u","25","6","u","Input"
"69","69","69",432188,432275,87,"l","l","26","6","l","Input"
"70","70","70",432323,432436,113,"l","l","27","6","l","Input"
"71","71","71",432475,432612,137,"Space","Space","28","6"," ","Input"
"72","72","72",432556,432675,119,"o","o","29","7","o","Input"
"73","73","73",432652,432738,86,"f","f","30","7","f","Input"
"74","74","74",432787,432955,168,"Space","Space","31","7"," ","Input"
"75","75","75",435979,436059,80,"t","t","32","8","t","Input"
"76","76","76",436034,436107,73,"h","h","33","8","h","Input"
"77","77","77",436188,436268,80,"i","i","34","8","i","Input"
"78","78","78",436362,436475,113,"n","n","35","8","n","Input"
"79","79","79",436428,436546,118,"g","g","36","8","g","Input"
"80","80","80",436578,436676,98,"s","s","37","8","s","Input"
"81","81","81",436651,436812,161,"Space","Space","38","8"," ","Input"
"82","82","82",436796,436916,120,"t","t","39","9","t","Input"
"83","83","83",436924,437021,97,"h","h","40","9","h","Input"
"84","84","84",437260,437364,104,"a","a","41","9","a","Input"
"85","85","85",437436,437532,96,"t","t","42","9","t","Input"
"86","86","86",437700,437884,184,"Space","Space","43","9"," ","Input"
"87","87","87",439813,439924,111,"s","s","44","10","s","Input"
"88","88","88",439932,440020,88,"t","t","45","10","t","Input"
"89","89","89",440029,440092,63,"i","i","46","10","i","Input"
"90","90","90",440202,440299,97,"m","m","47","10","m","Input"
"91","91","91",440387,440460,73,"u","u","48","10","u","Input"
"92","92","92",440580,440668,88,"l","l","49","10","l","Input"
"93","93","93",440659,440748,89,"a","a","50","10","a","Input"
"94","94","94",440757,440883,126,"t","t","51","10","t","Input"
"95","95","95",440891,440972,81,"e","e","52","10","e","Input"
"96","96","96",440908,441011,103,"Space","Space","53","10"," ","Input"
"97","97","97",441082,441188,106,"a","a","54","11","a","Input"
"98","98","98",441227,441291,64,"l","l","55","11","l","Input"
"99","99","99",441372,441476,104,"l","l","56","11","l","Input"
"100","100","100",441564,441699,135,"Space","Space","57","11"," ","Input"
"101","101","101",441651,441754,103,"o","o","58","12","o","Input"
"102","102","102",441722,441819,97,"f","f","59","12","f","Input"
"103","103","103",441843,441979,136,"Space","Space","60","12"," ","Input"
"104","104","104",442492,442556,64,"o","o","61","13","o","Input"
"105","105","105",442660,442763,103,"u","u","62","13","u","Input"
"106","106","106",442723,442803,80,"r","r","63","13","r","Input"
"107","107","107",442851,442995,144,"Space","Space","64","13"," ","Input"
"108","108","108",442930,443019,89,"s","s","65","14","s","Input"
"109","109","109",443100,443180,80,"e","e","66","14","e","Input"
"110","110","110",443196,443338,142,"n","n","67","14","n","Input"
"111","111","111",443299,443378,79,"s","s","68","14","s","Input"
"112","112","112",443468,443565,97,"e","e","69","14","e","Input"
"113","113","113",443660,443756,96,"s","s","70","14","s","Input"
"114","114","114",446852,446979,127,"Space","Space","71","14"," ","Input"
"115","115","115",446986,447099,113,"a","a","72","15","a","Input"
"116","116","116",447083,447212,129,"n","n","73","15","n","Input"
"117","117","117",447155,447268,113,"d","d","74","15","d","Input"
"118","118","118",447276,447435,159,"Space","Space","75","15"," ","Input"
"119","119","119",447363,447466,103,"e","e","76","16","e","Input"
"120","120","120",447573,447659,86,"x","x","77","16","x","Input"
"121","121","121",447787,447906,119,"c","c","78","16","c","Input"
"122","122","122",447899,448019,120,"i","i","79","16","i","Input"
"123","123","123",448003,448092,89,"t","t","80","16","t","Input"
"124","124","124",448148,448244,96,"e","e","81","16","e","Input"
"125","125","125",448229,448364,135,"Space","Space","82","16"," ","Input"
"126","126","126",448300,448372,72,"o","o","83","17","o","Input"
"127","127","127",448468,448564,96,"u","u","84","17","u","Input"
"128","128","128",448540,448618,78,"r","r","85","17","r","Input"
"129","129","129",448627,448716,89,"Space","Space","86","17"," ","Input"
"130","130","130",448756,448860,104,"b","b","87","18","b","Input"
"131","131","131",448836,448923,87,"r","r","88","18","r","Input"
"132","132","132",448970,449060,90,"a","a","89","18","a","Input"
"133","133","133",449076,449148,72,"i","i","90","18","i","Input"
"134","134","134",449252,449371,119,"n","n","91","18","n","Input"
"135","135","135",449340,449420,80,"s","s","92","18","s","Input"
"136","136","136",449538,449628,90,".",".","93","18",".","Input"
"137","137","137",453437,453563,126,"Space","Space","94","18"," ","Input"
"138","138","138",454108,454108,0,"Shift","Shift","94","18","NoChange","Nonproduction"
"139","139","139",454172,454276,104,"W","w","95","19","W","Input"
"140","140","140",454340,454419,79,"e","e","96","19","e","Input"
"141","141","141",454428,454578,150,"Space","Space","97","19"," ","Input"
"142","142","142",454514,454602,88,"a","a","98","20","a","Input"
"143","143","143",454611,454708,97,"r","r","99","20","r","Input"
"144","144","144",454732,454802,70,"e","e","100","20","e","Input"
"145","145","145",454763,454875,112,"Space","Space","101","20"," ","Input"
"146","146","146",454924,455043,119,"c","c","102","21","c","Input"
"147","147","147",454996,455068,72,"o","o","103","21","o","Input"
"148","148","148",455203,455348,145,"n","n","104","21","n","Input"
"149","149","149",455324,455412,88,"s","s","105","21","s","Input"
"150","150","150",455452,455555,103,"t","t","106","21","t","Input"
"151","151","151",455594,455682,88,"a","a","107","21","a","Input"
"152","152","152",455747,455859,112,"n","n","108","21","n","Input"
"153","153","153",455868,455940,72,"t","t","109","21","t","Input"
"154","154","154",456013,456099,86,"l","l","110","21","l","Input"
"155","155","155",456116,456212,96,"y","y","111","21","y","Input"
"156","156","156",456516,456691,175,"Space","Space","112","21"," ","Input"
"157","157","157",457004,457100,96,"s","s","113","22","s","Input"
"158","158","158",457077,457139,62,"h","h","114","22","h","Input"
"159","159","159",457252,457339,87,"o","o","115","22","o","Input"
"160","160","160",457348,457436,88,"w","w","116","22","w","Input"
"161","161","161",457444,457554,110,"n","n","117","22","n","Input"
"162","162","162",457587,457738,151,"Space","Space","118","22"," ","Input"
"163","163","163",457666,457795,129,"f","f","119","23","f","Input"
"164","164","164",457787,457868,81,"o","o","120","23","o","Input"
"165","165","165",457932,458060,128,"o","o","121","23","o","Input"
"166","166","166",458780,458860,80,"Backspace","Backspace","120","23","o","Remove/Cut"
"167","167","167",458988,459076,88,"Backspace","Backspace","119","23","o","Remove/Cut"
"168","168","168",459188,459276,88,"Backspace","Backspace","118","22","f","Remove/Cut"
"169","169","169",459268,459395,127,"a","a","119","23","a","Input"
"170","170","170",459380,459490,110,"d","d","120","23","d","Input"
"171","171","171",459594,459683,89,"v","v","121","23","v","Input"
"172","172","172",459738,459818,80,"e","e","122","23","e","Input"
"173","173","173",459908,459988,80,"r","r","123","23","r","Input"
"174","174","174",460020,460139,119,"t","t","124","23","t","Input"
"175","175","175",460404,460547,143,"i","i","125","23","i","Input"
"176","176","176",460515,460595,80,"s","s","126","23","s","Input"
"177","177","177",460675,460755,80,"e","e","127","23","e","Input"
"178","178","178",460829,460940,111,"m","m","128","23","m","Input"
"179","179","179",460892,460979,87,"e","e","129","23","e","Input"
"180","180","180",461013,461148,135,"n","n","130","23","n","Input"
"181","181","181",461060,461172,112,"t","t","131","23","t","Input"
"182","182","182",461220,461307,87,"s","s","132","23","s","Input"
"183","183","183",461339,461524,185,"Space","Space","133","23"," ","Input"
"184","184","184",461843,461932,89,"o","o","134","24","o","Input"
"185","185","185",461940,462004,64,"f","f","135","24","f","Input"
"186","186","186",462014,462099,85,"Space","Space","136","24"," ","Input"
"187","187","187",462092,462204,112,"f","f","137","25","f","Input"
"188","188","188",462213,462300,87,"o","o","138","25","o","Input"
"189","189","189",462364,462492,128,"o","o","139","25","o","Input"
"190","190","190",462477,462578,101,"d","d","140","25","d","Input"
"191","191","191",462627,462732,105,"s","s","141","25","s","Input"
"192","192","192",462756,462884,128,"Space","Space","142","25"," ","Input"
"193","193","193",462908,463074,166,"t","t","143","26","t","Input"
"194","194","194",463204,463331,127,"h","h","144","26","h","Input"
"195","195","195",463308,463396,88,"a","a","145","26","a","Input"
"196","196","196",463468,463555,87,"t","t","146","26","t","Input"
"197","197","197",463563,463676,113,"Space","Space","147","26"," ","Input"
"198","198","198",465034,465156,122,"l","l","148","27","l","Input"
"199","199","199",465292,465380,88,"o","o","149","27","o","Input"
"200","200","200",465452,465539,87,"o","o","150","27","o","Input"
"201","201","201",465652,465755,103,"k","k","151","27","k","Input"
"202","202","202",465956,466132,176,"Space","Space","152","27"," ","Input"
"203","203","203",467532,467611,79,"d","d","153","28","d","Input"
"204","204","204",467692,467796,104,"e","e","154","28","e","Input"
"205","205","205",467804,467892,88,"l","l","155","28","l","Input"
"206","206","206",468019,468156,137,"i","i","156","28","i","Input"
"207","207","207",468482,468635,153,"c","c","157","28","c","Input"
"208","208","208",468629,468740,111,"i","i","158","28","i","Input"
"209","209","209",469013,469099,86,"Backspace","Backspace","157","28","i","Remove/Cut"
"210","210","210",469172,469252,80,"Backspace","Backspace","156","28","c","Remove/Cut"
"211","211","211",469332,469412,80,"Backspace","Backspace","155","28","i","Remove/Cut"
"212","212","212",469491,469572,81,"Backspace","Backspace","154","28","l","Remove/Cut"
"213","213","213",469651,469723,72,"Backspace","Backspace","153","28","e","Remove/Cut"
"214","214","214",469820,469892,72,"Backspace","Backspace","152","27","d","Remove/Cut"
"215","215","215",470058,470171,113,"m","m","153","28","m","Input"
"216","216","216",470245,470332,87,"o","o","154","28","o","Input"
"217","217","217",470435,470524,89,"u","u","155","28","u","Input"
"218","218","218",470532,470627,95,"t","t","156","28","t","Input"
"219","219","219",470603,470700,97,"h","h","157","28","h","Input"
"220","220","220",470724,470908,184,"Space","Space","158","28"," ","Input"
"221","221","221",470779,470868,89,"w","w","159","29","w","Input"
"222","222","222",470924,471004,80,"a","a","160","29","a","Input"
"223","223","223",471029,471124,95,"t","t","161","29","t","Input"
"224","224","224",471164,471259,95,"e","e","162","29","e","Input"
"225","225","225",471332,471434,102,"r","r","163","29","r","Input"
"226","226","226",471427,471516,89,"i","i","164","29","i","Input"
"227","227","227",471619,471722,103,"n","n","165","29","n","Input"
"228","228","228",471708,471778,70,"g","g","166","29","g","Input"
