"","DownEventID","UpEventID","DownTime","UpTime","ActionTime","DownEvent","UpEvent","Cursorposition","WordCount","TextChange","Activity"
"1","1","1",42979,43070,91,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"2","2","2",46005,46005,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"3","3","3",46049,46114,65,"T","T","1","1","T","Input"
"4","4","4",46265,46353,88,"h","h","2","1","h","Input"
"5","5","5",46482,46570,88,"i","i","3","1","i","Input"
"6","6","6",46594,46666,72,"s","s","4","1","s","Input"
"7","7","7",46706,46794,88,"Space","Space","5","1"," ","Input"
"8","8","8",46858,46905,47,"w","w","6","2","w","Input"
"9","9","9",46961,47034,73,"i","i","7","2","i","Input"
"10","10","10",47163,47217,54,"l","l","8","2","l","Input"
"11","11","11",47306,47362,56,"l","l","9","2","l","Input"
"12","12","12",47474,47521,47,"Space","Space","10","2"," ","Input"
"13","13","13",47609,47706,97,"a","a","11","3","a","Input"
"14","14","14",47707,47777,70,"b","b","12","3","b","Input"
"15","15","15",47929,47993,64,"o","o","13","3","o","Input"
"16","16","16",48146,48217,71,"u","u","14","3","u","Input"
"17","17","17",48257,48330,73,"t","t","15","3","t","Input"
"18","18","18",48393,48474,81,"Space","Space","16","3"," ","Input"
"19","19","19",48627,48737,110,"a","a","17","4","a","Input"
"20","20","20",48738,48794,56,"b","b","18","4","b","Input"
"21","21","21",48993,49026,33,"o","o","19","4","o","Input"
"22","22","22",49185,49274,89,"u","u","20","4","u","Input"
"23","23","23",49346,49417,71,"t","t","21","4","t","Input"
"24","24","24",49457,49530,73,"Space","Space","22","4"," ","Input"
"25","25","25",49673,49729,56,"m","m","23","5","m","Input"
"26","26","26",49793,49897,104,"a","a","24","5","a","Input"
"27","27","27",50065,50138,73,"t","t","25","5","t","Input"
"28","28","28",50202,50297,95,"e","e","26","5","e","Input"
"29","29","29",50434,50513,79,"r","r","27","5","r","Input"
"30","30","30",50706,50777,71,"i","i","28","5","i","Input"
"31","31","31",50922,50977,55,"a","a","29","5","a","Input"
"32","32","32",51025,51089,64,"l","l","30","5","l","Input"
"33","33","33",51233,51314,81,"i","i","31","5","i","Input"
"34","34","34",51537,51626,89,"s","s","32","5","s","Input"
"35","35","35",51682,51729,47,"m","m","33","5","m","Input"
"36","36","36",52177,52250,73,"Space","Space","34","5"," ","Input"
"37","37","37",52402,52474,72,"a","a","35","6","a","Input"
"38","38","38",52513,52577,64,"n","n","36","6","n","Input"
"39","39","39",53466,53530,64,"d","d","37","6","d","Input"
"40","40","40",53586,53657,71,"Space","Space","38","6"," ","Input"
"41","41","41",53754,53833,79,"t","t","39","7","t","Input"
"42","42","42",53850,53929,79,"h","h","40","7","h","Input"
"43","43","43",53970,54042,72,"e","e","41","7","e","Input"
"44","44","44",54073,54154,81,"Space","Space","42","7"," ","Input"
"45","45","45",54554,54641,87,"q","q","43","8","q","Input"
"46","46","46",54777,54850,73,"u","u","44","8","u","Input"
"47","47","47",54937,55002,65,"e","e","45","8","e","Input"
"48","48","48",55138,55226,88,"s","s","46","8","s","Input"
"49","49","49",55482,55570,88,"t","t","47","8","t","Input"
"50","50","50",55602,55657,55,"i","i","48","8","i","Input"
"51","51","51",55754,55834,80,"o","o","49","8","o","Input"
"52","52","52",55938,56002,64,"n","n","50","8","n","Input"
"53","53","53",56698,56770,72,";",";","51","8",";","Input"
"54","54","54",57026,57097,71,"Space","Space","52","8"," ","Input"
"55","55","55",57394,57465,71,"s","s","53","9","s","Input"
"56","56","56",57506,57585,79,"h","h","54","9","h","Input"
"57","57","57",57699,57794,95,"o","o","55","9","o","Input"
"58","58","58",57921,57993,72,"u","u","56","9","u","Input"
"59","59","59",58154,58241,87,"l","l","57","9","l","Input"
"60","60","60",58323,58410,87,"d","d","58","9","d","Input"
"61","61","61",58473,58553,80,"Space","Space","59","9"," ","Input"
