,DownEventID,UpEventID,DownTime,UpTime,ActionTime,DownEvent,UpEvent,Cursorposition,WordCount,TextChange,Activity
1,1,1,26458,26578,120,Leftclick,Leftclick,0,0,NoChange,Nonproduction
2,2,2,70484,70484,0,Shift,Shift,0,0,NoChange,Nonproduction
3,3,3,70550,70651,101,I,I,1,1,I,Input
4,4,4,70790,70862,72,',',2,1,',Input
5,5,5,70880,70972,92,d,d,3,1,d,Input
6,6,6,71001,71142,141,Space,Space,4,1, ,Input
7,7,7,71535,71635,100,s,s,5,2,s,Input
8,8,8,71595,71755,160,a,a,6,2,a,Input
9,9,9,71716,71785,69,y,y,7,2,y,Input
10,10,10,71885,72027,142,Space,Space,8,2, ,Input
11,11,11,72127,72228,101,p,p,9,3,p,Input
12,12,12,72289,72419,130,e,e,10,3,e,Input
13,13,13,72389,72511,122,o,o,11,3,o,Input
14,14,14,72460,72551,91,p,p,12,3,p,Input
15,15,15,72661,72711,50,l,l,13,3,l,Input
16,16,16,72771,72851,80,e,e,14,3,e,Input
17,17,17,73527,73598,71,Backspace,Backspace,13,3,e,Remove/Cut
18,18,18,73677,73737,60,Backspace,Backspace,12,3,l,Remove/Cut
19,19,19,73817,73887,70,Backspace,Backspace,11,3,p,Remove/Cut
20,20,20,73969,74039,70,Backspace,Backspace,10,3,o,Remove/Cut
21,21,21,74112,74181,69,Backspace,Backspace,9,3,e,Remove/Cut
22,22,22,74264,74341,77,Backspace,Backspace,8,2,p,Remove/Cut
23,23,23,74843,74943,100,i,i,9,3,i,Input
24,24,24,74923,75046,123,t,t,10,3,t,Input
25,25,25,76535,76699,164,Space,Space,11,3, ,Input
26,26,26,76694,76816,122,w,w,12,4,w,Input
27,27,27,76796,76875,79,o,o,13,4,o,Input
28,28,28,76866,76999,133,u,u,14,4,u,Input
29,29,29,76979,77077,98,l,l,15,4,l,Input
30,30,30,77069,77141,72,d,d,16,4,d,Input
31,31,31,77171,77312,141,Space,Space,17,4, ,Input
32,32,32,77322,77391,69,b,b,18,5,b,Input
33,33,33,77484,77554,70,e,e,19,5,e,Input
34,34,34,77604,77718,114,Space,Space,20,5, ,Input
35,35,35,77715,77805,90,a,a,21,6,a,Input
36,36,36,77845,77988,143,Space,Space,22,6, ,Input
37,37,37,77998,78108,110,m,m,23,7,m,Input
38,38,38,78068,78168,100,i,i,24,7,i,Input
39,39,39,78133,78208,75,x,x,25,7,x,Input
40,40,40,78238,78390,152,Space,Space,26,7, ,Input
41,41,41,78340,78429,89,o,o,27,8,o,Input
42,42,42,78492,78572,80,f,f,28,8,f,Input
43,43,43,78602,78732,130,Space,Space,29,8, ,Input
44,44,44,78782,78887,105,b,b,30,9,b,Input
45,45,45,78894,78932,38,o,o,31,9,o,Input
46,46,46,79074,79185,111,t,t,32,9,t,Input
47,47,47,79138,79215,77,h,h,33,9,h,Input
48,48,48,82947,83446,499,Backspace,Backspace,32,9,h,Remove/Cut
49,49,49,83446,83498,52,Backspace,Backspace,31,9,t,Remove/Cut
50,50,50,83498,83547,49,Backspace,Backspace,30,9,o,Remove/Cut
51,51,51,83547,83598,51,Backspace,Backspace,29,8,b,Remove/Cut
52,52,52,83598,83650,52,Backspace,Backspace,28,8, ,Remove/Cut
53,53,53,83650,83699,49,Backspace,Backspace,27,8,f,Remove/Cut
54,54,54,83699,83749,50,Backspace,Backspace,26,7,o,Remove/Cut
55,55,55,83749,83799,50,Backspace,Backspace,25,7, ,Remove/Cut
56,56,56,83799,83850,51,Backspace,Backspace,24,7,x,Remove/Cut
57,57,57,83850,83900,50,Backspace,Backspace,23,7,i,Remove/Cut
58,58,58,83900,83953,53,Backspace,Backspace,22,6,m,Remove/Cut
59,59,59,83953,84001,48,Backspace,Backspace,21,6, ,Remove/Cut
60,60,60,84001,84051,50,Backspace,Backspace,20,5,a,Remove/Cut
61,61,61,84051,84101,50,Backspace,Backspace,19,5, ,Remove/Cut
62,62,62,84101,84151,50,Backspace,Backspace,18,5,e,Remove/Cut
63,63,63,84151,84203,52,Backspace,Backspace,17,4,b,Remove/Cut
64,64,64,84203,84255,52,Backspace,Backspace,16,4, ,Remove/Cut
65,65,65,84255,84306,51,Backspace,Backspace,15,4,d,Remove/Cut
