"","DownEventID","UpEventID","DownTime","UpTime","ActionTime","DownEvent","UpEvent","Cursorposition","WordCount","TextChange","Activity"
"1","1","1",822,884,62,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"2","2","2",25261,25323,62,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"3","3","3",41725,41803,78,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"4","4","4",41895,41994,99,"v","v","1","1","v","Input"
"5","5","5",42884,42980,96,"Backspace","Backspace","0","0","v","Remove/Cut"
"6","6","6",44274,44376,102,"f","f","1","1","f","Input"
"7","7","7",44705,44736,31,"Backspace","Backspace","0","0","f","Remove/Cut"
"8","8","8",45069,45169,100,"f","f","1","1","f","Input"
"9","9","9",45242,45330,88,"Backspace","Backspace","0","0","f","Remove/Cut"
"10","10","10",45494,45587,93,"f","f","1","1","f","Input"
"11","11","11",45757,45825,68,"Backspace","Backspace","0","0","f","Remove/Cut"
"12","12","12",47657,47670,13,"d","d","1","1","d","Input"
"13","13","13",49853,49866,13,"s","s","2","1","s","Input"
"14","14","14",50051,50062,11,"f","f","3","1","f","Input"
"15","15","15",50285,50784,499,"Backspace","Backspace","2","1","f","Remove/Cut"
"16","16","16",50784,50814,30,"Backspace","Backspace","1","1","s","Remove/Cut"
"17","17","17",50814,50844,30,"Backspace","Backspace","0","0","d","Remove/Cut"
"18","18","18",50844,50874,30,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"19","19","19",50874,50904,30,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"20","20","20",50904,50934,30,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"21","21","21",50934,50964,30,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"22","22","22",50964,50986,22,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"23","23","23",70872,70918,46,"j","j","1","1","j","Input"
"24","24","24",71375,71446,71,"Backspace","Backspace","0","0","j","Remove/Cut"
"25","25","25",81124,81124,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"26","26","26",81464,81508,44,"T","T","1","1","T","Input"
"27","27","27",81754,81865,111,"h","h","2","1","h","Input"
"28","28","28",81973,82018,45,"e","e","3","1","e","Input"
"29","29","29",82023,82043,20,"f","f","4","1","f","Input"
"30","30","30",82025,82197,172,"r","r","5","1","r","Input"
"31","31","31",82123,82206,83,"e","e","6","1","e","Input"
"32","32","32",82232,82375,143,"Space","Space","7","1"," ","Input"
"33","33","33",82714,82767,53,"Backspace","Backspace","6","1"," ","Remove/Cut"
"34","34","34",82838,82891,53,"Backspace","Backspace","5","1","e","Remove/Cut"
"35","35","35",82959,83023,64,"Backspace","Backspace","4","1","r","Remove/Cut"
"36","36","36",83314,83367,53,"Backspace","Backspace","3","1","f","Remove/Cut"
"37","37","37",83493,83717,224,"r","r","4","1","r","Input"
"38","38","38",83566,83724,158,"e","e","5","1","e","Input"
"39","39","39",83858,83973,115,"Space","Space","6","1"," ","Input"
"40","40","40",86331,86834,503,"Backspace","Backspace","5","1"," ","Remove/Cut"
"41","41","41",86834,86864,30,"Backspace","Backspace","4","1","e","Remove/Cut"
"42","42","42",86864,86894,30,"Backspace","Backspace","3","1","r","Remove/Cut"
"43","43","43",86894,86924,30,"Backspace","Backspace","2","1","e","Remove/Cut"
"44","44","44",86924,86955,31,"Backspace","Backspace","1","1","h","Remove/Cut"
"45","45","45",86955,86984,29,"Backspace","Backspace","0","0","T","Remove/Cut"
"46","46","46",86984,87013,29,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"47","47","47",87013,87018,5,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"48","48","48",87530,87530,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"49","49","49",87756,87879,123,"T","T","1","1","T","Input"
"50","50","50",88308,88398,90,"h","h","2","1","h","Input"
"51","51","51",89139,89342,203,"e","e","3","1","e","Input"
"52","52","52",89444,89686,242,"r","r","4","1","r","Input"
"53","53","53",89562,89742,180,"e","e","5","1","e","Input"
"54","54","54",90178,90233,55,"Backspace","Backspace","4","1","e","Remove/Cut"
"55","55","55",90308,90372,64,"Backspace","Backspace","3","1","r","Remove/Cut"
"56","56","56",90531,90584,53,"Backspace","Backspace","2","1","e","Remove/Cut"
"57","57","57",90657,90724,67,"Backspace","Backspace","1","1","h","Remove/Cut"
"58","58","58",90788,90848,60,"Backspace","Backspace","0","0","T","Remove/Cut"
"59","59","59",92927,92927,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"60","60","60",93202,93290,88,"T","T","1","1","T","Input"
"61","61","61",93763,93871,108,"h","h","2","1","h","Input"
"62","62","62",94065,94251,186,"e","e","3","1","e","Input"
"63","63","63",94425,94548,123,"r","r","4","1","r","Input"
"64","64","64",94714,94834,120,"e","e","5","1","e","Input"
"65","65","65",94959,95094,135,"Space","Space","6","1"," ","Input"
"66","66","66",95270,95367,97,"i","i","7","2","i","Input"
"67","67","67",95454,95591,137,"s","s","8","2","s","Input"
"68","68","68",95593,95718,125,"Space","Space","9","2"," ","Input"
"69","69","69",95753,95922,169,"a","a","10","3","a","Input"
"70","70","70",95938,96053,115,"Space","Space","11","3"," ","Input"
"71","71","71",97585,97706,121,"c","c","12","4","c","Input"
"72","72","72",97677,97872,195,"o","o","13","4","o","Input"
"73","73","73",97876,97982,106,"m","m","14","4","m","Input"
"74","74","74",98055,98136,81,"m","m","15","4","m","Input"
"75","75","75",98282,98344,62,"e","e","16","4","e","Input"
"76","76","76",98907,98956,49,"Backspace","Backspace","15","4","e","Remove/Cut"
"77","77","77",99288,99351,63,"o","o","16","4","o","Input"
"78","78","78",99656,99753,97,"n","n","17","4","n","Input"
"79","79","79",99904,100040,136,"Space","Space","18","4"," ","Input"
"80","80","80",100125,100243,118,"s","s","19","5","s","Input"
"81","81","81",100297,100482,185,"a","a","20","5","a","Input"
"82","82","82",100410,100552,142,"y","y","21","5","y","Input"
"83","83","83",100577,100767,190,"i","i","22","5","i","Input"
"84","84","84",100747,100868,121,"n","n","23","5","n","Input"
"85","85","85",100964,101065,101,"g","g","24","5","g","Input"
"86","86","86",101236,101388,152,",",",","25","5",",","Input"
"87","87","87",101391,101505,114,"Space","Space","26","5"," ","Input"
"88","88","88",110995,111495,500,"Backspace","Backspace","25","5"," ","Remove/Cut"
"89","89","89",111495,111524,29,"Backspace","Backspace","24","5",",","Remove/Cut"
"90","90","90",111524,111555,31,"Backspace","Backspace","23","5","g","Remove/Cut"
"91","91","91",111555,111585,30,"Backspace","Backspace","22","5","n","Remove/Cut"
"92","92","92",111585,111616,31,"Backspace","Backspace","21","5","i","Remove/Cut"
"93","93","93",111616,111647,31,"Backspace","Backspace","20","5","y","Remove/Cut"
"94","94","94",111647,111676,29,"Backspace","Backspace","19","5","a","Remove/Cut"
"95","95","95",111676,111705,29,"Backspace","Backspace","18","4","s","Remove/Cut"
"96","96","96",111705,111736,31,"Backspace","Backspace","17","4"," ","Remove/Cut"
"97","97","97",111736,111765,29,"Backspace","Backspace","16","4","n","Remove/Cut"
"98","98","98",111765,111795,30,"Backspace","Backspace","15","4","o","Remove/Cut"
"99","99","99",111795,111826,31,"Backspace","Backspace","14","4","m","Remove/Cut"
"100","100","100",111826,111856,30,"Backspace","Backspace","13","4","m","Remove/Cut"
"101","101","101",111856,111886,30,"Backspace","Backspace","12","4","o","Remove/Cut"
"102","102","102",111886,111916,30,"Backspace","Backspace","11","3","c","Remove/Cut"
"103","103","103",111916,111947,31,"Backspace","Backspace","10","3"," ","Remove/Cut"
"104","104","104",111947,111976,29,"Backspace","Backspace","9","2","a","Remove/Cut"
"105","105","105",111976,112006,30,"Backspace","Backspace","8","2"," ","Remove/Cut"
"106","106","106",112006,112036,30,"Backspace","Backspace","7","2","s","Remove/Cut"
"107","107","107",112036,112066,30,"Backspace","Backspace","6","1","i","Remove/Cut"
"108","108","108",112066,112096,30,"Backspace","Backspace","5","1"," ","Remove/Cut"
"109","109","109",112096,112126,30,"Backspace","Backspace","4","1","e","Remove/Cut"
"110","110","110",112126,112156,30,"Backspace","Backspace","3","1","r","Remove/Cut"
"111","111","111",112156,112186,30,"Backspace","Backspace","2","1","e","Remove/Cut"
"112","112","112",112186,112216,30,"Backspace","Backspace","1","1","h","Remove/Cut"
"113","113","113",112216,112247,31,"Backspace","Backspace","0","0","T","Remove/Cut"
"114","114","114",112247,112276,29,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"115","115","115",112276,112311,35,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"116","116","116",112311,112336,25,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"117","117","117",112336,112367,31,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"118","118","118",112367,112397,30,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"119","119","119",112397,112422,25,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"120","120","120",113458,113458,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"121","121","121",116391,116391,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"122","122","122",127577,127577,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"123","123","123",128889,129036,147,"I","I","1","1","I","Input"
"124","124","124",129299,129439,140,"m","m","2","1","m","Input"
"125","125","125",129508,129668,160,"a","a","3","1","a","Input"
"126","126","126",129765,129805,40,"g","g","4","1","g","Input"
"127","127","127",130015,130106,91,"e","e","5","1","e","Input"
"128","128","128",130753,131251,498,"Backspace","Backspace","4","1","e","Remove/Cut"
"129","129","129",131251,131281,30,"Backspace","Backspace","3","1","g","Remove/Cut"
"130","130","130",131281,131311,30,"Backspace","Backspace","2","1","a","Remove/Cut"
"131","131","131",131311,131341,30,"Backspace","Backspace","1","1","m","Remove/Cut"
"132","132","132",131341,131371,30,"Backspace","Backspace","0","0","I","Remove/Cut"
"133","133","133",131371,131403,32,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"134","134","134",131403,131432,29,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"135","135","135",131432,131462,30,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"136","136","136",131462,131492,30,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"137","137","137",131492,131524,32,"Backspace","Backspace","0","0","NoChange","Nonproduction"
"138","138","138",131656,131656,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"139","139","139",132496,132648,152,"P","p","1","1","P","Input"
"140","140","140",132776,132874,98,"u","u","2","1","u","Input"
"141","141","141",132974,133065,91,"b","b","3","1","b","Input"
"142","142","142",133129,133252,123,"l","l","4","1","l","Input"
"143","143","143",133231,133351,120,"i","i","5","1","i","Input"
"144","144","144",133432,133530,98,"c","c","6","1","c","Input"
"145","145","145",133764,133908,144,"Space","Space","7","1"," ","Input"
"146","146","146",134555,135056,501,"Backspace","Backspace","6","1"," ","Remove/Cut"
"147","147","147",135056,135086,30,"Backspace","Backspace","5","1","c","Remove/Cut"
"148","148","148",135086,135116,30,"Backspace","Backspace","4","1","i","Remove/Cut"
"149","149","149",135116,135147,31,"Backspace","Backspace","3","1","l","Remove/Cut"
"150","150","150",135147,135177,30,"Backspace","Backspace","2","1","b","Remove/Cut"
"151","151","151",135177,135207,30,"Backspace","Backspace","1","1","u","Remove/Cut"
