"","DownEventID","UpEventID","DownTime","UpTime","ActionTime","DownEvent","UpEvent","Cursorposition","WordCount","TextChange","Activity"
"1","1","1",39590,39677,87,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"2","2","2",172117,172204,87,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"3","3","3",178940,178940,0,"Tab","Tab","0","0","NoChange","Nonproduction"
"4","4","4",181729,181807,78,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"5","5","5",182793,182793,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"6","6","6",183042,183173,131,"I","I","1","1","I","Input"
"7","7","7",183260,183365,105,"m","m","2","1","m","Input"
"8","8","8",183467,183551,84,"a","a","3","1","a","Input"
"9","9","9",184034,184138,104,"g","g","4","1","g","Input"
"10","10","10",184455,184559,104,"a","a","5","1","a","Input"
"11","11","11",185455,185603,148,"Backspace","Backspace","4","1","a","Remove/Cut"
"12","12","12",186534,186642,108,"e","e","5","1","e","Input"
"13","13","13",186738,186840,102,"s","s","6","1","s","Input"
"14","14","14",186914,187007,93,"Space","Space","7","1"," ","Input"
"15","15","15",190181,190316,135,"a","a","8","2","a","Input"
"16","16","16",190354,190435,81,"n","n","9","2","n","Input"
"17","17","17",190478,190591,113,"d","d","10","2","d","Input"
"18","18","18",190607,190703,96,"Space","Space","11","2"," ","Input"
"19","19","19",191035,191140,105,"i","i","12","3","i","Input"
"20","20","20",191176,191294,118,"m","m","13","3","m","Input"
"21","21","21",191387,191509,122,"p","p","14","3","p","Input"
"22","22","22",191543,191683,140,"r","r","15","3","r","Input"
"23","23","23",191708,191805,97,"e","e","16","3","e","Input"
"24","24","24",191901,192012,111,"s","s","17","3","s","Input"
"25","25","25",192089,192202,113,"i","i","18","3","i","Input"
"26","26","26",192543,192647,104,"Backspace","Backspace","17","3","i","Remove/Cut"
"27","27","27",193141,193278,137,"s","s","18","3","s","Input"
"28","28","28",194047,194166,119,"i","i","19","3","i","Input"
"29","29","29",194123,194203,80,"j","j","20","3","j","Input"
"30","30","30",194202,194279,77,"o","o","21","3","o","Input"
"31","31","31",194246,194385,139,"n","n","22","3","n","Input"
"32","32","32",194607,194720,113,"s","s","23","3","s","Input"
"33","33","33",194908,195026,118,"Space","Space","24","3"," ","Input"
"34","34","34",195257,195347,90,"Backspace","Backspace","23","3"," ","Remove/Cut"
"35","35","35",195421,195490,69,"Backspace","Backspace","22","3","s","Remove/Cut"
"36","36","36",195558,195629,71,"Backspace","Backspace","21","3","n","Remove/Cut"
"37","37","37",195687,195773,86,"Backspace","Backspace","20","3","o","Remove/Cut"
"38","38","38",196055,196150,95,"Backspace","Backspace","19","3","j","Remove/Cut"
"39","39","39",196878,196986,108,"o","o","20","3","o","Input"
"40","40","40",197097,197175,78,"n","n","21","3","n","Input"
"41","41","41",199111,199207,96,"s","s","22","3","s","Input"
"42","42","42",199192,199285,93,"Space","Space","23","3"," ","Input"
"43","43","43",210879,211364,485,"Backspace","Backspace","22","3"," ","Remove/Cut"
"44","44","44",211364,211393,29,"Backspace","Backspace","21","3","s","Remove/Cut"
"45","45","45",211393,211424,31,"Backspace","Backspace","20","3","n","Remove/Cut"
"46","46","46",211424,211453,29,"Backspace","Backspace","19","3","o","Remove/Cut"
"47","47","47",211453,211483,30,"Backspace","Backspace","18","3","i","Remove/Cut"
"48","48","48",211483,211513,30,"Backspace","Backspace","17","3","s","Remove/Cut"
"49","49","49",211513,211541,28,"Backspace","Backspace","16","3","s","Remove/Cut"
"50","50","50",211541,211570,29,"Backspace","Backspace","15","3","e","Remove/Cut"
"51","51","51",211570,211601,31,"Backspace","Backspace","14","3","r","Remove/Cut"
"52","52","52",211601,211630,29,"Backspace","Backspace","13","3","p","Remove/Cut"
"53","53","53",211630,211661,31,"Backspace","Backspace","12","3","m","Remove/Cut"
"54","54","54",211661,211691,30,"Backspace","Backspace","11","2","i","Remove/Cut"
"55","55","55",211691,211718,27,"Backspace","Backspace","10","2"," ","Remove/Cut"
"56","56","56",211718,211749,31,"Backspace","Backspace","9","2","d","Remove/Cut"
"57","57","57",211749,211776,27,"Backspace","Backspace","8","2","n","Remove/Cut"
"58","58","58",211776,211807,31,"Backspace","Backspace","7","1","a","Remove/Cut"
"59","59","59",211807,211838,31,"Backspace","Backspace","6","1"," ","Remove/Cut"
"60","60","60",211838,211868,30,"Backspace","Backspace","5","1","s","Remove/Cut"
"61","61","61",211868,211895,27,"Backspace","Backspace","4","1","e","Remove/Cut"
"62","62","62",211895,211925,30,"Backspace","Backspace","3","1","g","Remove/Cut"
"63","63","63",211925,211954,29,"Backspace","Backspace","2","1","a","Remove/Cut"
"64","64","64",211954,211988,34,"Backspace","Backspace","1","1","m","Remove/Cut"
