,DownEventID,UpEventID,DownTime,UpTime,ActionTime,DownEvent,UpEvent,Cursorposition,WordCount,TextChange,Activity
1,1,1,21928,22055,127,Leftclick,Leftclick,0,0,NoChange,Nonproduction
2,2,2,23959,23959,0,Shift,Shift,0,0,NoChange,Nonproduction
3,3,3,24472,24472,0,Shift,Shift,0,0,NoChange,Nonproduction
4,4,4,24503,24503,0,Shift,Shift,0,0,NoChange,Nonproduction
5,5,5,24535,24535,0,Shift,Shift,0,0,NoChange,Nonproduction
6,6,6,24567,24567,0,Shift,Shift,0,0,NoChange,Nonproduction
7,7,7,24599,24599,0,Shift,Shift,0,0,NoChange,Nonproduction
8,8,8,24631,24631,0,Shift,Shift,0,0,NoChange,Nonproduction
9,9,9,24663,24663,0,Shift,Shift,0,0,NoChange,Nonproduction
10,10,10,24694,24694,0,Shift,Shift,0,0,NoChange,Nonproduction
11,11,11,24726,24726,0,Shift,Shift,0,0,NoChange,Nonproduction
12,12,12,24757,24757,0,Shift,Shift,0,0,NoChange,Nonproduction
13,13,13,24788,24788,0,Shift,Shift,0,0,NoChange,Nonproduction
14,14,14,24836,24836,0,Shift,Shift,0,0,NoChange,Nonproduction
15,15,15,24868,24868,0,Shift,Shift,0,0,NoChange,Nonproduction
16,16,16,24900,24900,0,Shift,Shift,0,0,NoChange,Nonproduction
17,17,17,24932,24932,0,Shift,Shift,0,0,NoChange,Nonproduction
18,18,18,24964,24964,0,Shift,Shift,0,0,NoChange,Nonproduction
19,19,19,24996,24996,0,Shift,Shift,0,0,NoChange,Nonproduction
20,20,20,25028,25028,0,Shift,Shift,0,0,NoChange,Nonproduction
21,21,21,25060,25060,0,Shift,Shift,0,0,NoChange,Nonproduction
22,22,22,25092,25092,0,Shift,Shift,0,0,NoChange,Nonproduction
23,23,23,25124,25124,0,Shift,Shift,0,0,NoChange,Nonproduction
24,24,24,25155,25155,0,Shift,Shift,0,0,NoChange,Nonproduction
25,25,25,25187,25187,0,Shift,Shift,0,0,NoChange,Nonproduction
26,26,26,25219,25219,0,Shift,Shift,0,0,NoChange,Nonproduction
27,27,27,25251,25251,0,Shift,Shift,0,0,NoChange,Nonproduction
28,28,28,25298,25298,0,Shift,Shift,0,0,NoChange,Nonproduction
29,29,29,25330,25330,0,Shift,Shift,0,0,NoChange,Nonproduction
30,30,30,25361,25361,0,Shift,Shift,0,0,NoChange,Nonproduction
31,31,31,25390,25494,104,H,h,1,1,H,Input
32,32,32,25598,25670,72,a,a,2,1,a,Input
33,33,33,25782,25830,48,p,p,3,1,p,Input
34,34,34,25918,25999,81,p,p,4,1,p,Input
35,35,35,26543,26623,80,i,i,5,1,i,Input
36,36,36,26734,26815,81,n,n,6,1,n,Input
37,37,37,29574,29662,88,e,e,7,1,e,Input
38,38,38,29766,29830,64,s,s,8,1,s,Input
39,39,39,29926,30047,121,s,s,9,1,s,Input
40,40,40,30126,30191,65,Space,Space,10,1, ,Input
41,41,41,30479,30551,72,i,i,11,2,i,Input
42,42,42,30598,30686,88,s,s,12,2,s,Input
43,43,43,30646,30759,113,Space,Space,13,2, ,Input
44,44,44,30766,30878,112,t,t,14,3,t,Input
45,45,45,30767,30838,71,h,h,15,3,h,Input
46,46,46,30886,30991,105,e,e,16,3,e,Input
47,47,47,31006,31063,57,Space,Space,17,3, ,Input
48,48,48,31191,31270,79,g,g,18,4,g,Input
49,49,49,31438,31566,128,r,r,19,4,r,Input
50,50,50,31543,31670,127,e,e,20,4,e,Input
51,51,51,31598,31742,144,a,a,21,4,a,Input
52,52,52,31742,31846,104,t,t,22,4,t,Input
53,53,53,31830,31894,64,Space,Space,23,4, ,Input
54,54,54,32383,32486,103,p,p,24,5,p,Input
55,55,55,33039,33151,112,r,r,25,5,r,Input
56,56,56,33231,33319,88,u,u,26,5,u,Input
57,57,57,33374,33511,137,s,s,27,5,s,Input
58,58,58,33511,33591,80,i,i,28,5,i,Input
59,59,59,33646,33734,88,t,t,29,5,t,Input
60,60,60,33838,33894,56,Space,Space,30,5, ,Input
61,61,61,34487,34567,80,o,o,31,6,o,Input
62,62,62,34606,34726,120,f,f,32,6,f,Input
63,63,63,34718,34790,72,Space,Space,33,6, ,Input
64,64,64,34814,34895,81,m,m,34,7,m,Input
65,65,65,34943,35063,120,a,a,35,7,a,Input
66,66,66,35647,35718,71,Backspace,Backspace,34,7,a,Remove/Cut
67,67,67,35791,35879,88,Backspace,Backspace,33,6,m,Remove/Cut
68,68,68,36071,36142,71,m,m,34,7,m,Input
69,69,69,36166,36295,129,a,a,35,7,a,Input
70,70,70,36295,36359,64,n,n,36,7,n,Input
71,71,71,36414,36462,48,Space,Space,37,7, ,Input
72,72,72,36502,36638,136,a,a,38,8,a,Input
73,73,73,36607,36686,79,n,n,39,8,n,Input
74,74,74,36742,36878,136,d,d,40,8,d,Input
75,75,75,37039,37103,64,Backspace,Backspace,39,8,d,Remove/Cut
76,76,76,37183,37238,55,Backspace,Backspace,38,8,n,Remove/Cut
77,77,77,37326,37486,160,Backspace,Backspace,37,7,a,Remove/Cut
78,78,78,37558,37622,64,Backspace,Backspace,36,7, ,Remove/Cut
79,79,79,37670,37751,81,Backspace,Backspace,35,7,n,Remove/Cut
