"","DownEventID","UpEventID","DownTime","UpTime","ActionTime","DownEvent","UpEvent","Cursorposition","WordCount","TextChange","Activity"
"1","1","1",44588,44710,122,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"2","2","2",45622,45622,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"3","3","3",45731,45892,161,"W","w","1","1","W","Input"
"4","4","4",45988,46100,112,"h","h","2","1","h","Input"
"5","5","5",46084,46179,95,"a","a","3","1","a","Input"
"6","6","6",46180,46276,96,"t","t","4","1","t","Input"
"7","7","7",46277,46372,95,"Space","Space","5","1"," ","Input"
"8","8","8",46451,46531,80,"m","m","6","2","m","Input"
"9","9","9",46547,46659,112,"a","a","7","2","a","Input"
"10","10","10",46691,46787,96,"k","k","8","2","k","Input"
"11","11","11",46819,46899,80,"e","e","9","2","e","Input"
"12","12","12",48067,48148,81,"Backspace","Backspace","8","2","e","Remove/Cut"
"13","13","13",48260,48372,112,"Backspace","Backspace","7","2","k","Remove/Cut"
"14","14","14",48484,48580,96,"Backspace","Backspace","6","2","a","Remove/Cut"
"15","15","15",48788,48884,96,"Backspace","Backspace","5","1","m","Remove/Cut"
"16","16","16",50196,50260,64,"Backspace","Backspace","4","1"," ","Remove/Cut"
"17","17","17",50372,50467,95,"Backspace","Backspace","3","1","t","Remove/Cut"
"18","18","18",50580,50692,112,"Backspace","Backspace","2","1","a","Remove/Cut"
"19","19","19",51108,51172,64,"e","e","3","1","e","Input"
"20","20","20",51332,51396,64,"r","r","4","1","r","Input"
"21","21","21",51524,51588,64,"e","e","5","1","e","Input"
"22","22","22",51635,51747,112,"Space","Space","6","1"," ","Input"
"23","23","23",51748,51860,112,"d","d","7","2","d","Input"
"24","24","24",51861,51907,46,"p","p","8","2","p","Input"
"25","25","25",51956,52067,111,"Space","Space","9","2"," ","Input"
"26","26","26",52068,52196,128,"[","[","10","2","[","Input"
"27","27","27",52196,52308,112,"e","e","11","3","e","Input"
"28","28","28",52548,52612,64,"Backspace","Backspace","10","2","e","Remove/Cut"
"29","29","29",52707,52803,96,"Backspace","Backspace","9","2","[","Remove/Cut"
"30","30","30",52916,52996,80,"Backspace","Backspace","8","2"," ","Remove/Cut"
"31","31","31",53331,53411,80,"Backspace","Backspace","7","2","p","Remove/Cut"
"32","32","32",54020,54067,47,"o","o","8","2","o","Input"
"33","33","33",54022,54035,13,"p","p","9","2","p","Input"
"34","34","34",54152,54228,76,"Space","Space","10","2"," ","Input"
"35","35","35",54628,54692,64,"p","p","11","3","p","Input"
"36","36","36",54820,54899,79,"e","e","12","3","e","Input"
"37","37","37",54996,55059,63,"o","o","13","3","o","Input"
"38","38","38",55156,55236,80,"p","p","14","3","p","Input"
"39","39","39",55347,55428,81,"l","l","15","3","l","Input"
"40","40","40",55428,55508,80,"e","e","16","3","e","Input"
"41","41","41",55539,55635,96,"Space","Space","17","3"," ","Input"
"42","42","42",55667,55747,80,"f","f","18","4","f","Input"
"43","43","43",55748,55827,79,"i","i","19","4","i","Input"
"44","44","44",55892,55971,79,"n","n","20","4","n","Input"
"45","45","45",56003,56083,80,"d","d","21","4","d","Input"
"46","46","46",56147,56244,97,"Space","Space","22","4"," ","Input"
"47","47","47",56291,56355,64,"t","t","23","5","t","Input"
"48","48","48",56403,56467,64,"h","h","24","5","h","Input"
"49","49","49",56515,56595,80,"e","e","25","5","e","Input"
"50","50","50",56611,56676,65,"i","i","26","5","i","Input"
"51","51","51",56772,56835,63,"r","r","27","5","r","Input"
"52","52","52",56884,56980,96,"Space","Space","28","5"," ","Input"
"53","53","53",57284,57364,80,"t","t","29","6","t","Input"
"54","54","54",57443,57619,176,"r","r","30","6","r","Input"
"55","55","55",57507,57588,81,"u","u","31","6","u","Input"
"56","56","56",57988,58116,128,"Space","Space","32","6"," ","Input"
"57","57","57",58372,58467,95,"Backspace","Backspace","31","6"," ","Remove/Cut"
"58","58","58",58499,58563,64,"e","e","32","6","e","Input"
"59","59","59",58627,58724,97,"Space","Space","33","6"," ","Input"
"60","60","60",58772,58867,95,"h","h","34","7","h","Input"
"61","61","61",58819,58948,129,"a","a","35","7","a","Input"
"62","62","62",58963,59043,80,"p","p","36","7","p","Input"
"63","63","63",59140,59235,95,"p","p","37","7","p","Input"
"64","64","64",59284,59364,80,"i","i","38","7","i","Input"
"65","65","65",59428,59507,79,"n","n","39","7","n","Input"
"66","66","66",59508,59587,79,"e","e","40","7","e","Input"
"67","67","67",59764,59828,64,"s","s","41","7","s","Input"
"68","68","68",59940,60019,79,"s","s","42","7","s","Input"
"69","69","69",60164,60164,0,"Shift","Shift","42","7","NoChange","Nonproduction"
"70","70","70",60244,60387,143,"?","?","43","7","?","Input"
"71","71","71",60660,60740,80,"Space","Space","44","7"," ","Input"
"72","72","72",60836,60916,80,"Space","Space","45","7"," ","Input"
