"","DownEventID","UpEventID","DownTime","UpTime","ActionTime","DownEvent","UpEvent","Cursorposition","WordCount","TextChange","Activity"
"1","1","1",37660,37774,114,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"2","2","2",49627,49627,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"3","3","3",49733,49822,89,"H","H","1","1","H","Input"
"4","4","4",49956,50076,120,"a","a","2","1","a","Input"
"5","5","5",50189,50275,86,"v","v","3","1","v","Input"
"6","6","6",50340,50436,96,"e","e","4","1","e","Input"
"7","7","7",50556,50644,88,"Space","Space","5","1"," ","Input"
"8","8","8",51420,51516,96,"y","y","6","2","y","Input"
"9","9","9",51637,51772,135,"o","o","7","2","o","Input"
"10","10","10",51948,52037,89,"u","u","8","2","u","Input"
"11","11","11",52309,52388,79,"Space","Space","9","2"," ","Input"
"12","12","12",53068,53140,72,"a","a","10","3","a","Input"
"13","13","13",53949,54021,72,"l","l","11","3","l","Input"
"14","14","14",55325,55380,55,"w","w","12","3","w","Input"
"15","15","15",55508,55596,88,"a","a","13","3","a","Input"
"16","16","16",55627,55699,72,"y","y","14","3","y","Input"
"17","17","17",55739,55853,114,"s","s","15","3","s","Input"
"18","18","18",55940,56045,105,"Space","Space","16","3"," ","Input"
"19","19","19",56515,56571,56,"w","w","17","4","w","Input"
"20","20","20",56675,56755,80,"o","o","18","4","o","Input"
"21","21","21",56933,56996,63,"n","n","19","4","n","Input"
"22","22","22",57276,57373,97,"d","d","20","4","d","Input"
"23","23","23",57597,57683,86,"e","e","21","4","e","Input"
"24","24","24",57708,57819,111,"r","r","22","4","r","Input"
"25","25","25",58021,58115,94,"Space","Space","23","4"," ","Input"
"26","26","26",64919,64988,69,"w","w","24","5","w","Input"
"27","27","27",65076,65139,63,"h","h","25","5","h","Input"
"28","28","28",65236,65333,97,"y","y","26","5","y","Input"
"29","29","29",65412,65499,87,"Space","Space","27","5"," ","Input"
"30","30","30",72964,73027,63,"w","w","28","6","w","Input"
"31","31","31",73197,73300,103,"e","e","29","6","e","Input"
"32","32","32",88118,88204,86,"Space","Space","30","6"," ","Input"
"33","33","33",93221,93348,127,"a","a","31","7","a","Input"
"34","34","34",93412,93491,79,"r","r","32","7","r","Input"
"35","35","35",93548,93644,96,"e","e","33","7","e","Input"
"36","36","36",93716,93860,144,"Space","Space","34","7"," ","Input"
"37","37","37",94428,94483,55,"s","s","35","8","s","Input"
"38","38","38",94596,94668,72,"o","o","36","8","o","Input"
"39","39","39",94756,94884,128,"Space","Space","37","8"," ","Input"
"40","40","40",95645,95733,88,"c","c","38","9","c","Input"
"41","41","41",95924,96012,88,"a","a","39","9","a","Input"
"42","42","42",96108,96187,79,"u","u","40","9","u","Input"
"43","43","43",96613,96659,46,"g","g","41","9","g","Input"
"44","44","44",96732,96819,87,"h","h","42","9","h","Input"
"45","45","45",96844,96940,96,"t","t","43","9","t","Input"
"46","46","46",96965,97099,134,"Space","Space","44","9"," ","Input"
"47","47","47",97556,97619,63,"u","u","45","10","u","Input"
"48","48","48",97781,97867,86,"p","p","46","10","p","Input"
"49","49","49",97916,98028,112,"Space","Space","47","10"," ","Input"
"50","50","50",98327,98436,109,"i","i","48","11","i","Input"
"51","51","51",98604,98701,97,"n","n","49","11","n","Input"
"52","52","52",98764,98915,151,"Space","Space","50","11"," ","Input"
"53","53","53",104228,104267,39,"t","t","51","12","t","Input"
"54","54","54",104355,104453,98,"h","h","52","12","h","Input"
"55","55","55",104524,104612,88,"e","e","53","12","e","Input"
"56","56","56",104684,104779,95,"Space","Space","54","12"," ","Input"
"57","57","57",105260,105291,31,"w","w","55","13","w","Input"
"58","58","58",105452,105541,89,"a","a","56","13","a","Input"
"59","59","59",105620,105684,64,"y","y","57","13","y","Input"
"60","60","60",106021,106149,128,"Space","Space","58","13"," ","Input"
"61","61","61",107013,107092,79,"o","o","59","14","o","Input"
"62","62","62",107148,107212,64,"t","t","60","14","t","Input"
"63","63","63",107372,107477,105,"h","h","61","14","h","Input"
"64","64","64",107564,107739,175,"e","e","62","14","e","Input"
"65","65","65",107708,107877,169,"r","r","63","14","r","Input"
"66","66","66",108535,108627,92,"s","s","64","14","s","Input"
"67","67","67",108925,109052,127,"Space","Space","65","14"," ","Input"
"68","68","68",110076,110123,47,"v","v","66","15","v","Input"
"69","69","69",110220,110307,87,"i","i","67","15","i","Input"
"70","70","70",110557,110675,118,"e","e","68","15","e","Input"
"71","71","71",110652,110763,111,"w","w","69","15","w","Input"
"72","72","72",110812,110964,152,"Space","Space","70","15"," ","Input"
"73","73","73",111468,111547,79,"u","u","71","16","u","Input"
"74","74","74",111587,111685,98,"s","s","72","16","s","Input"
"75","75","75",112372,112372,0,"Shift","Shift","72","16","NoChange","Nonproduction"
"76","76","76",112600,112667,67,"?","?","73","16","?","Input"
"77","77","77",121222,121299,77,"Space","Space","74","16"," ","Input"
"78","78","78",121429,121429,0,"Shift","Shift","74","16","NoChange","Nonproduction"
"79","79","79",121597,121691,94,"M","m","75","17","M","Input"
"80","80","80",121812,121892,80,"a","a","76","17","a","Input"
"81","81","81",122029,122091,62,"y","y","77","17","y","Input"
"82","82","82",122525,122611,86,"b","b","78","17","b","Input"
"83","83","83",122644,122739,95,"e","e","79","17","e","Input"
"84","84","84",122788,122941,153,"Space","Space","80","17"," ","Input"
"85","85","85",123476,123547,71,"y","y","81","18","y","Input"
"86","86","86",123693,123835,142,"o","o","82","18","o","Input"
"87","87","87",123820,123931,111,"u","u","83","18","u","Input"
"88","88","88",124069,124188,119,"Space","Space","84","18"," ","Input"
"89","89","89",125868,125931,63,"h","h","85","19","h","Input"
"90","90","90",125996,126068,72,"a","a","86","19","a","Input"
"91","91","91",126132,126203,71,"v","v","87","19","v","Input"
"92","92","92",126318,126395,77,"e","e","88","19","e","Input"
"93","93","93",126435,126548,113,"Space","Space","89","19"," ","Input"
"94","94","94",126813,126867,54,"v","v","90","20","v","Input"
"95","95","95",127116,127181,65,"i","i","91","20","i","Input"
"96","96","96",127485,127555,70,"e","e","92","20","e","Input"
"97","97","97",127532,127676,144,"w","w","93","20","w","Input"
"98","98","98",128236,128411,175,"e","e","94","20","e","Input"
"99","99","99",128388,128516,128,"d","d","95","20","d","Input"
"100","100","100",128540,128684,144,"Space","Space","96","20"," ","Input"
"101","101","101",129812,129883,71,"o","o","97","21","o","Input"
"102","102","102",129957,130004,47,"t","t","98","21","t","Input"
"103","103","103",130115,130220,105,"h","h","99","21","h","Input"
"104","104","104",130397,130549,152,"e","e","100","21","e","Input"
"105","105","105",130828,130908,80,"r","r","101","21","r","Input"
"106","106","106",130956,131100,144,"Space","Space","102","21"," ","Input"
"107","107","107",131495,131587,92,"p","p","103","22","p","Input"
"108","108","108",131684,131763,79,"e","e","104","22","e","Input"
"109","109","109",132036,132139,103,"o","o","105","22","o","Input"
"110","110","110",132164,132284,120,"p","p","106","22","p","Input"
"111","111","111",132428,132547,119,"l","l","107","22","l","Input"
"112","112","112",132580,132660,80,"e","e","108","22","e","Input"
"113","113","113",132757,132877,120,"Space","Space","109","22"," ","Input"
"114","114","114",133116,133220,104,"i","i","110","23","i","Input"
"115","115","115",133357,133444,87,"n","n","111","23","n","Input"
"116","116","116",133520,133644,124,"Space","Space","112","23"," ","Input"
"117","117","117",133740,133861,121,"a","a","113","24","a","Input"
"118","118","118",133884,134019,135,"Space","Space","114","24"," ","Input"
"119","119","119",135188,135251,63,"d","d","115","25","d","Input"
"120","120","120",135357,135427,70,"i","i","116","25","i","Input"
"121","121","121",135596,135651,55,"f","f","117","25","f","Input"
"122","122","122",135765,135804,39,"f","f","118","25","f","Input"
"123","123","123",135932,136068,136,"e","e","119","25","e","Input"
"124","124","124",136532,136613,81,"n","n","120","25","n","Input"
"125","125","125",136692,136732,40,"t","t","121","25","t","Input"
"126","126","126",137021,137189,168,"Space","Space","122","25"," ","Input"
"127","127","127",137500,137556,56,"Backspace","Backspace","121","25"," ","Remove/Cut"
"128","128","128",137676,137747,71,"Backspace","Backspace","120","25","t","Remove/Cut"
