"","DownEventID","UpEventID","DownTime","UpTime","ActionTime","DownEvent","UpEvent","Cursorposition","WordCount","TextChange","Activity"
"1","1","1",25000,25130,130,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"2","2","2",32574,32574,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"3","3","3",33077,33077,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"4","4","4",33108,33108,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"5","5","5",33139,33139,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"6","6","6",33171,33171,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"7","7","7",33202,33202,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"8","8","8",33249,33249,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"9","9","9",33280,33280,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"10","10","10",33311,33311,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"11","11","11",33342,33342,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"12","12","12",33373,33373,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"13","13","13",33406,33406,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"14","14","14",33436,33436,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"15","15","15",33467,33467,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"16","16","16",33514,33514,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"17","17","17",33545,33545,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"18","18","18",33575,33575,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"19","19","19",33607,33607,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"20","20","20",33638,33638,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"21","21","21",33670,33670,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"22","22","22",33701,33701,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"23","23","23",33733,33733,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"24","24","24",33764,33764,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"25","25","25",33810,33810,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"26","26","26",33842,33842,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"27","27","27",33873,33873,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"28","28","28",33903,33903,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"29","29","29",33934,33934,0,"Shift","Shift","0","0","NoChange","Nonproduction"
