,DownEventID,UpEventID,DownTime,UpTime,ActionTime,DownEvent,UpEvent,Cursorposition,WordCount,TextChange,Activity
1,1,1,47899,47967,68,Leftclick,Leftclick,0,0,NoChange,Nonproduction
2,2,2,65706,65706,0,Shift,Shift,0,0,NoChange,Nonproduction
3,3,3,66099,66164,65,r,r,1,1,r,Input
4,4,4,66968,67067,99,Backspace,Backspace,0,0,r,Remove/Cut
5,5,5,67138,67138,0,Shift,Shift,0,0,NoChange,Nonproduction
6,6,6,67184,67284,100,A,a,1,1,A,Input
7,7,7,67601,67684,83,r,r,2,1,r,Input
8,8,8,67789,67865,76,g,g,3,1,g,Input
9,9,9,67845,67917,72,u,u,4,1,u,Input
10,10,10,68031,68132,101,m,m,5,1,m,Input
11,11,11,68150,68228,78,e,e,6,1,e,Input
12,12,12,68245,68349,104,n,n,7,1,n,Input
13,13,13,68314,68373,59,t,t,8,1,t,Input
14,14,14,68463,68583,120,s,s,9,1,s,Input
15,15,15,68563,68669,106,Space,Space,10,1, ,Input
16,16,16,68707,68807,100,f,f,11,2,f,Input
17,17,17,68843,68920,77,o,o,12,2,o,Input
18,18,18,68984,69038,54,r,r,13,2,r,Input
19,19,19,70510,70569,59,Space,Space,14,2, ,Input
20,20,20,70669,70755,86,m,m,15,3,m,Input
21,21,21,70769,70851,82,a,a,16,3,a,Input
22,22,22,70926,71006,80,t,t,17,3,t,Input
23,23,23,71063,71169,106,e,e,18,3,e,Input
24,24,24,71144,71231,87,r,r,19,3,r,Input
25,25,25,71186,71301,115,i,i,20,3,i,Input
26,26,26,71348,71410,62,a,a,21,3,a,Input
27,27,27,71428,71547,119,l,l,22,3,l,Input
28,28,28,71521,71586,65,s,s,23,3,s,Input
29,29,29,72127,72202,75,Backspace,Backspace,22,3,s,Remove/Cut
30,30,30,72319,72441,122,i,i,23,3,i,Input
31,31,31,72455,72521,66,s,s,24,3,s,Input
32,32,32,72561,72671,110,m,m,25,3,m,Input
33,33,33,72826,72826,0,Shift,Shift,25,3,NoChange,Nonproduction
34,34,34,72863,72969,106,:,:,26,3,:,Input
35,35,35,73200,73278,78,Enter,Enter,27,3,\n,Input
36,36,36,73565,73629,64,-,-,28,3,-,Input
37,37,37,73950,74015,65,Space,Space,29,3, ,Input
38,38,38,74088,74161,73,s,s,30,4,s,Input
39,39,39,74142,74234,92,u,u,31,4,u,Input
40,40,40,74365,74402,37,p,p,32,4,p,Input
41,41,41,74471,74598,127,p,p,33,4,p,Input
42,42,42,74558,74725,167,o,o,34,4,o,Input
43,43,43,74704,74794,90,r,r,35,4,r,Input
44,44,44,74746,74844,98,t,t,36,4,t,Input
45,45,45,74926,75011,85,s,s,37,4,s,Input
46,46,46,75029,75120,91,Space,Space,38,4, ,Input
47,47,47,75137,75216,79,t,t,39,5,t,Input
48,48,48,75233,75300,67,h,h,40,5,h,Input
49,49,49,75259,75352,93,e,e,41,5,e,Input
50,50,50,75368,75470,102,Space,Space,42,5, ,Input
51,51,51,75446,75531,85,e,e,43,6,e,Input
52,52,52,75620,75700,80,c,c,44,6,c,Input
53,53,53,75680,75785,105,o,o,45,6,o,Input
54,54,54,75763,75844,81,n,n,46,6,n,Input
55,55,55,75882,76058,176,o,o,47,6,o,Input
56,56,56,75998,76190,192,m,m,48,6,m,Input
57,57,57,76133,76208,75,y,y,49,6,y,Input
58,58,58,76440,76522,82,Enter,Enter,50,6,\n,Input
59,59,59,76751,76830,79,-,-,51,6,-,Input
60,60,60,77058,77135,77,Space,Space,52,6, ,Input
61,61,61,77278,77426,148,c,c,53,7,c,Input
62,62,62,77399,77505,106,a,a,54,7,a,Input
63,63,63,77485,77561,76,n,n,55,7,n,Input
64,64,64,77650,77705,55,Space,Space,56,7, ,Input
65,65,65,77836,77952,116,b,b,57,8,b,Input
66,66,66,77931,78003,72,r,r,58,8,r,Input
67,67,67,78023,78150,127,i,i,59,8,i,Input
68,68,68,78092,78276,184,n,n,60,8,n,Input
69,69,69,78200,78258,58,g,g,61,8,g,Input
70,70,70,78495,78536,41,Backspace,Backspace,60,8,g,Remove/Cut
71,71,71,78633,78679,46,Backspace,Backspace,59,8,n,Remove/Cut
72,72,72,78771,78829,58,Backspace,Backspace,58,8,i,Remove/Cut
73,73,73,78918,78966,48,Backspace,Backspace,57,8,r,Remove/Cut
74,74,74,79033,79125,92,Backspace,Backspace,56,7,b,Remove/Cut
75,75,75,79104,79203,99,a,a,57,8,a,Input
76,76,76,79243,79325,82,l,l,58,8,l,Input
77,77,77,79380,79442,62,l,l,59,8,l,Input
78,78,78,79548,79656,108,o,o,60,8,o,Input
79,79,79,79640,79705,65,w,w,61,8,w,Input
80,80,80,79833,79908,75,Space,Space,62,8, ,Input
81,81,81,80475,80573,98,s,s,63,9,s,Input
82,82,82,80589,80713,124,h,h,64,9,h,Input
83,83,83,80694,80811,117,a,a,65,9,a,Input
84,84,84,80780,80877,97,r,r,66,9,r,Input
85,85,85,80847,80928,81,i,i,67,9,i,Input
86,86,86,80895,80981,86,n,n,68,9,n,Input
87,87,87,81003,81084,81,g,g,69,9,g,Input
88,88,88,81064,81112,48,Space,Space,70,9, ,Input
89,89,89,81181,81274,93,o,o,71,10,o,Input
90,90,90,81254,81355,101,f,f,72,10,f,Input
91,91,91,81383,81473,90,Space,Space,73,10, ,Input
92,92,92,81498,81607,109,r,r,74,11,r,Input
