"","DownEventID","UpEventID","DownTime","UpTime","ActionTime","DownEvent","UpEvent","Cursorposition","WordCount","TextChange","Activity"
"1","1","1",4877,5003,126,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"2","2","2",55856,55856,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"3","3","3",55969,56161,192,"I","i","1","1","I","Input"
"4","4","4",56176,56353,177,"n","n","2","1","n","Input"
"5","5","5",56369,56512,143,"Space","Space","3","1"," ","Input"
"6","6","6",56448,56529,81,"t","t","4","2","t","Input"
"7","7","7",56537,56704,167,"h","h","5","2","h","Input"
"8","8","8",56592,56672,80,"e","e","6","2","e","Input"
"9","9","9",56640,56816,176,"Space","Space","7","2"," ","Input"
"10","10","10",56864,56992,128,"w","w","8","3","w","Input"
"11","11","11",56976,57104,128,"o","o","9","3","o","Input"
"12","12","12",57113,57233,120,"r","r","10","3","r","Input"
"13","13","13",57242,57362,120,"l","l","11","3","l","Input"
"14","14","14",57346,57456,110,"d","d","12","3","d","Input"
"15","15","15",57440,57616,176,"Space","Space","13","3"," ","Input"
"16","16","16",57698,57842,144,"l","l","14","4","l","Input"
"17","17","17",57761,57888,127,"e","e","15","4","e","Input"
"18","18","18",57936,58192,256,"a","a","16","4","a","Input"
"19","19","19",58161,58288,127,"v","v","17","4","v","Input"
"20","20","20",58241,58368,127,"e","e","18","4","e","Input"
"21","21","21",58401,58577,176,"Space","Space","19","4"," ","Input"
"22","22","22",59632,59712,80,"Backspace","Backspace","18","4"," ","Remove/Cut"
"23","23","23",59777,59840,63,"Backspace","Backspace","17","4","e","Remove/Cut"
"24","24","24",59904,59953,49,"Backspace","Backspace","16","4","v","Remove/Cut"
"25","25","25",60017,60096,79,"Backspace","Backspace","15","4","a","Remove/Cut"
"26","26","26",60256,60329,73,"Backspace","Backspace","14","4","e","Remove/Cut"
"27","27","27",60736,60784,48,"Backspace","Backspace","13","3","l","Remove/Cut"
"28","28","28",60864,60985,121,"w","w","14","4","w","Input"
"29","29","29",60976,61120,144,"e","e","15","4","e","Input"
"30","30","30",61168,61344,176,"Space","Space","16","4"," ","Input"
"31","31","31",61297,61449,152,"l","l","17","5","l","Input"
"32","32","32",61441,61592,151,"i","i","18","5","i","Input"
"33","33","33",61520,61632,112,"v","v","19","5","v","Input"
"34","34","34",61584,61744,160,"e","e","20","5","e","Input"
"35","35","35",61680,61857,177,"Space","Space","21","5"," ","Input"
"36","36","36",61825,62033,208,"i","i","22","6","i","Input"
"37","37","37",61953,62081,128,"n","n","23","6","n","Input"
"38","38","38",62209,62370,161,",",",","24","6",",","Input"
"39","39","39",62305,62448,143,"Space","Space","25","6"," ","Input"
"40","40","40",62418,62560,142,"w","w","26","7","w","Input"
"41","41","41",62545,62657,112,"e","e","27","7","e","Input"
"42","42","42",62673,62832,159,"Space","Space","28","7"," ","Input"
"43","43","43",62817,62944,127,"a","a","29","8","a","Input"
"44","44","44",62897,63025,128,"r","r","30","8","r","Input"
"45","45","45",62961,63056,95,"e","e","31","8","e","Input"
"46","46","46",63041,63200,159,"Space","Space","32","8"," ","Input"
"47","47","47",63265,63376,111,"c","c","33","9","c","Input"
"48","48","48",63329,63537,208,"o","o","34","9","o","Input"
"49","49","49",63409,63520,111,"n","n","35","9","n","Input"
"50","50","50",63553,63649,96,"t","t","36","9","t","Input"
"51","51","51",64090,64185,95,"Backspace","Backspace","35","9","t","Remove/Cut"
"52","52","52",64139,64313,174,"s","s","36","9","s","Input"
"53","53","53",64249,64361,112,"t","t","37","9","t","Input"
"54","54","54",64378,64505,127,"a","a","38","9","a","Input"
"55","55","55",64522,64649,127,"n","n","39","9","n","Input"
"56","56","56",64777,64865,88,"t","t","40","9","t","Input"
"57","57","57",64875,65065,190,"l","l","41","9","l","Input"
"58","58","58",65018,65161,143,"y","y","42","9","y","Input"
"59","59","59",65113,65273,160,"Space","Space","43","9"," ","Input"
"60","60","60",65369,65449,80,"b","b","44","10","b","Input"
"61","61","61",65530,65657,127,"o","o","45","10","o","Input"
"62","62","62",65754,65881,127,"m","m","46","10","m","Input"
"63","63","63",65947,66024,77,"b","b","47","10","b","Input"
"64","64","64",66138,66353,215,"a","a","48","10","a","Input"
"65","65","65",66307,66449,142,"r","r","49","10","r","Input"
"66","66","66",66562,66641,79,"d","d","50","10","d","Input"
"67","67","67",66738,66801,63,"e","e","51","10","e","Input"
"68","68","68",66897,67009,112,"d","d","52","10","d","Input"
"69","69","69",66945,67120,175,"Space","Space","53","10"," ","Input"
"70","70","70",67073,67152,79,"w","w","54","11","w","Input"
"71","71","71",67136,67241,105,"i","i","55","11","i","Input"
"72","72","72",67233,67313,80,"t","t","56","11","t","Input"
"73","73","73",67266,67424,158,"h","h","57","11","h","Input"
"74","74","74",67377,67553,176,"Space","Space","58","11"," ","Input"
"75","75","75",71084,71210,126,"d","d","59","12","d","Input"
"76","76","76",71507,71601,94,"Backspace","Backspace","58","11","d","Remove/Cut"
"77","77","77",71554,71697,143,"a","a","59","12","a","Input"
"78","78","78",71666,71809,143,"d","d","60","12","d","Input"
"79","79","79",71841,72001,160,"v","v","61","12","v","Input"
"80","80","80",72017,72226,209,"e","e","62","12","e","Input"
"81","81","81",72211,72337,126,"r","r","63","12","r","Input"
"82","82","82",72450,72546,96,"t","t","64","12","t","Input"
"83","83","83",72625,72768,143,"i","i","65","12","i","Input"
"84","84","84",73474,73633,159,"s","s","66","12","s","Input"
"85","85","85",73714,73825,111,"e","e","67","12","e","Input"
"86","86","86",74386,74498,112,"m","m","68","12","m","Input"
"87","87","87",74595,74689,94,"e","e","69","12","e","Input"
"88","88","88",74722,74921,199,"n","n","70","12","n","Input"
"89","89","89",74786,74913,127,"t","t","71","12","t","Input"
"90","90","90",74931,75056,125,"s","s","72","12","s","Input"
"91","91","91",86510,86697,187,"Space","Space","73","12"," ","Input"
"92","92","92",86682,86809,127,"a","a","74","13","a","Input"
"93","93","93",86827,87016,189,"n","n","75","13","n","Input"
"94","94","94",86890,86969,79,"d","d","76","13","d","Input"
"95","95","95",86986,87193,207,"Space","Space","77","13"," ","Input"
"96","96","96",88108,88249,141,"t","t","78","14","t","Input"
"97","97","97",88219,88313,94,"h","h","79","14","h","Input"
"98","98","98",88331,88505,174,"i","i","80","14","i","Input"
"99","99","99",88411,88617,206,"n","n","81","14","n","Input"
"100","100","100",88764,88921,157,"g","g","82","14","g","Input"
"101","101","101",88940,89097,157,"s","s","83","14","s","Input"
"102","102","102",90770,90978,208,"Space","Space","84","14"," ","Input"
"103","103","103",91885,92010,125,"e","e","85","15","e","Input"
"104","104","104",92091,92249,158,"m","m","86","15","m","Input"
"105","105","105",92787,92881,94,"Backspace","Backspace","85","15","m","Remove/Cut"
"106","106","106",97021,97209,188,"Backspace","Backspace","84","14","e","Remove/Cut"
"107","107","107",101549,101737,188,"w","w","85","15","w","Input"
"108","108","108",101771,101945,174,"e","e","86","15","e","Input"
"109","109","109",102173,102332,159,"Space","Space","87","15"," ","Input"
"110","110","110",102317,102458,141,"a","a","88","16","a","Input"
"111","111","111",102395,102505,110,"r","r","89","16","r","Input"
"112","112","112",102428,102553,125,"e","e","90","16","e","Input"
"113","113","113",102539,102681,142,"Space","Space","91","16"," ","Input"
"114","114","114",105044,105186,142,"n","n","92","17","n","Input"
"115","115","115",105614,105673,59,"Backspace","Backspace","91","16","n","Remove/Cut"
"116","116","116",105646,105737,91,"e","e","92","17","e","Input"
"117","117","117",105820,105946,126,"n","n","93","17","n","Input"
"118","118","118",106124,106266,142,"c","c","94","17","c","Input"
"119","119","119",106300,106506,206,"o","o","95","17","o","Input"
"120","120","120",106412,106538,126,"u","u","96","17","u","Input"
"121","121","121",106492,106634,142,"r","r","97","17","r","Input"
"122","122","122",106975,107162,187,"a","a","98","17","a","Input"
"123","123","123",107102,107258,156,"g","g","99","17","g","Input"
"124","124","124",107213,107322,109,"e","e","100","17","e","Input"
"125","125","125",107405,107482,77,"d","d","101","17","d","Input"
"126","126","126",107469,107626,157,"Space","Space","102","17"," ","Input"
"127","127","127",107597,107706,109,"t","t","103","18","t","Input"
"128","128","128",107676,107818,142,"o","o","104","18","o","Input"
"129","129","129",107741,107881,140,"Space","Space","105","18"," ","Input"
"130","130","130",107947,108105,158,"b","b","106","19","b","Input"
"131","131","131",108058,108185,127,"e","e","107","19","e","Input"
"132","132","132",108172,108346,174,"l","l","108","19","l","Input"
"133","133","133",108302,108442,140,"i","i","109","19","i","Input"
"134","134","134",108381,108490,109,"e","e","110","19","e","Input"
"135","135","135",108501,108602,101,"v","v","111","19","v","Input"
"136","136","136",108588,108682,94,"e","e","112","19","e","Input"
"137","137","137",108692,108898,206,"Space","Space","113","19"," ","Input"
"138","138","138",109172,109298,126,"i","i","114","20","i","Input"
"139","139","139",109268,109362,94,"t","t","115","20","t","Input"
"140","140","140",109476,109634,158,".",".","116","20",".","Input"
"141","141","141",109508,109714,206,"Space","Space","117","20"," ","Input"
"142","142","142",110133,110194,61,"Backspace","Backspace","116","20"," ","Remove/Cut"
"143","143","143",110293,110322,29,"Backspace","Backspace","115","20",".","Remove/Cut"
"144","144","144",110404,110482,78,"Backspace","Backspace","114","20","t","Remove/Cut"
"145","145","145",110740,110898,158,"n","n","115","20","n","Input"
"146","146","146",110869,111042,173,"Space","Space","116","20"," ","Input"
"147","147","147",111493,111570,77,"Backspace","Backspace","115","20"," ","Remove/Cut"
"148","148","148",111749,111938,189,".",".","116","20",".","Input"
"149","149","149",111861,112018,157,"Space","Space","117","20"," ","Input"
"150","150","150",124214,124214,0,"Shift","Shift","117","20","NoChange","Nonproduction"
"151","151","151",124375,124498,123,"T","t","118","21","T","Input"
"152","152","152",124468,124603,135,"h","h","119","21","h","Input"
"153","153","153",124510,124610,100,"e","e","120","21","e","Input"
"154","154","154",124597,124754,157,"r","r","121","21","r","Input"
"155","155","155",124677,124787,110,"e","e","122","21","e","Input"
"156","156","156",124766,124930,164,"Space","Space","123","21"," ","Input"
"157","157","157",124902,124986,84,"a","a","124","22","a","Input"
"158","158","158",124950,125075,125,"r","r","125","22","r","Input"
"159","159","159",124982,125122,140,"e","e","126","22","e","Input"
"160","160","160",125093,125266,173,"Space","Space","127","22"," ","Input"
"161","161","161",125301,125434,133,"t","t","128","23","t","Input"
"162","162","162",125405,125562,157,"i","i","129","23","i","Input"
"163","163","163",125469,125674,205,"m","m","130","23","m","Input"
"164","164","164",125502,125642,140,"e","e","131","23","e","Input"
"165","165","165",125612,125738,126,"s","s","132","23","s","Input"
"166","166","166",125749,125930,181,"Space","Space","133","23"," ","Input"
"167","167","167",126288,126395,107,"w","w","134","24","w","Input"
"168","168","168",126417,126483,66,"h","h","135","24","h","Input"
"169","169","169",126477,126587,110,"e","e","136","24","e","Input"
"170","170","170",126609,126746,137,"n","n","137","24","n","Input"
"171","171","171",126700,126826,126,"Space","Space","138","24"," ","Input"
"172","172","172",127990,128051,61,"f","f","139","25","f","Input"
"173","173","173",128071,128195,124,"a","a","140","25","a","Input"
"174","174","174",128183,128323,140,"m","m","141","25","m","Input"
"175","175","175",128337,128514,177,"o","o","142","25","o","Input"
"176","176","176",128469,128626,157,"u","u","143","25","u","Input"
"177","177","177",128888,128962,74,"s","s","144","25","s","Input"
"178","178","178",128982,129154,172,"Space","Space","145","25"," ","Input"
"179","179","179",129270,129404,134,"p","p","146","26","p","Input"
"180","180","180",129397,129490,93,"e","e","147","26","e","Input"
"181","181","181",129461,129586,125,"o","o","148","26","o","Input"
"182","182","182",129541,129650,109,"p","p","149","26","p","Input"
"183","183","183",129749,129906,157,"l","l","150","26","l","Input"
"184","184","184",129813,129914,101,"e","e","151","26","e","Input"
"185","185","185",129877,130083,206,"Space","Space","152","26"," ","Input"
"186","186","186",144116,144629,513,"Backspace","Backspace","151","26"," ","Remove/Cut"
"187","187","187",144629,144661,32,"Backspace","Backspace","150","26","e","Remove/Cut"
"188","188","188",144661,144691,30,"Backspace","Backspace","149","26","l","Remove/Cut"
"189","189","189",144691,144719,28,"Backspace","Backspace","148","26","p","Remove/Cut"
"190","190","190",144719,144750,31,"Backspace","Backspace","147","26","o","Remove/Cut"
"191","191","191",144750,144782,32,"Backspace","Backspace","146","26","e","Remove/Cut"
