"","DownEventID","UpEventID","DownTime","UpTime","ActionTime","DownEvent","UpEvent","Cursorposition","WordCount","TextChange","Activity"
"1","1","1",46188,46281,93,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"2","2","2",67707,67838,131,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"3","3","3",71306,71306,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"4","4","4",71385,71436,51,"M","M","1","1","M","Input"
"5","5","5",71484,71635,151,"A","a","2","1","A","Input"
"6","6","6",71737,71846,109,"t","t","3","1","t","Input"
"7","7","7",72209,72272,63,"Backspace","Backspace","2","1","t","Remove/Cut"
"8","8","8",72316,72412,96,"Backspace","Backspace","1","1","A","Remove/Cut"
"9","9","9",72389,72576,187,"a","a","2","1","a","Input"
"10","10","10",72549,72619,70,"t","t","3","1","t","Input"
"11","11","11",72690,72795,105,"r","r","4","1","r","Input"
"12","12","12",73062,73165,103,"Backspace","Backspace","3","1","r","Remove/Cut"
"13","13","13",73228,73446,218,"e","e","4","1","e","Input"
"14","14","14",73356,73510,154,"r","r","5","1","r","Input"
"15","15","15",73513,73633,120,"i","i","6","1","i","Input"
"16","16","16",73578,73739,161,"a","a","7","1","a","Input"
"17","17","17",74307,74466,159,"l","l","8","1","l","Input"
"18","18","18",74740,74884,144,"i","i","9","1","i","Input"
"19","19","19",74862,74993,131,"s","s","10","1","s","Input"
"20","20","20",74955,75121,166,"m","m","11","1","m","Input"
"21","21","21",75151,75274,123,"Space","Space","12","1"," ","Input"
"22","22","22",77792,77976,184,"i","i","13","2","i","Input"
"23","23","23",77938,78120,182,"s","s","14","2","s","Input"
"24","24","24",80768,80908,140,"Space","Space","15","2"," ","Input"
"25","25","25",80887,80955,68,"j","j","16","3","j","Input"
"26","26","26",81037,81171,134,"u","u","17","3","u","Input"
"27","27","27",81125,81265,140,"d","d","18","3","d","Input"
"28","28","28",81263,81432,169,"g","g","19","3","g","Input"
"29","29","29",81380,81516,136,"e","e","20","3","e","Input"
"30","30","30",82212,82273,61,"Backspace","Backspace","19","3","e","Remove/Cut"
"31","31","31",82338,82396,58,"Backspace","Backspace","18","3","g","Remove/Cut"
"32","32","32",82437,82512,75,"Backspace","Backspace","17","3","d","Remove/Cut"
"33","33","33",82561,82611,50,"Backspace","Backspace","16","3","u","Remove/Cut"
"34","34","34",82683,82732,49,"Backspace","Backspace","15","2","j","Remove/Cut"
"35","35","35",82808,82846,38,"Backspace","Backspace","14","2"," ","Remove/Cut"
"36","36","36",82913,82967,54,"Backspace","Backspace","13","2","s","Remove/Cut"
"37","37","37",83020,83200,180,"Backspace","Backspace","12","1","i","Remove/Cut"
"38","38","38",83939,84089,150,"i","i","13","2","i","Input"
"39","39","39",84085,84214,129,"s","s","14","2","s","Input"
"40","40","40",84492,84534,42,"Backspace","Backspace","13","2","s","Remove/Cut"
"41","41","41",84584,84655,71,"Backspace","Backspace","12","1","i","Remove/Cut"
"42","42","42",84715,84850,135,"c","c","13","2","c","Input"
"43","43","43",84816,84942,126,"a","a","14","2","a","Input"
"44","44","44",84938,85081,143,"p","p","15","2","p","Input"
"45","45","45",85906,86011,105,"t","t","16","2","t","Input"
"46","46","46",85983,86112,129,"i","i","17","2","i","Input"
"47","47","47",86127,86271,144,"v","v","18","2","v","Input"
"48","48","48",86216,86348,132,"a","a","19","2","a","Input"
"49","49","49",86418,86558,140,"t","t","20","2","t","Input"
"50","50","50",86504,86782,278,"e","e","21","2","e","Input"
"51","51","51",86616,86785,169,"s","s","22","2","s","Input"
"52","52","52",86703,86881,178,"Space","Space","23","2"," ","Input"
"53","53","53",86893,87061,168,"m","m","24","3","m","Input"
"54","54","54",87000,87211,211,"o","o","25","3","o","Input"
"55","55","55",87152,87282,130,"d","d","26","3","d","Input"
"56","56","56",87361,87618,257,"e","e","27","3","e","Input"
"57","57","57",87516,87638,122,"r","r","28","3","r","Input"
"58","58","58",87626,87790,164,"n","n","29","3","n","Input"
"59","59","59",87816,87939,123,"Space","Space","30","3"," ","Input"
"60","60","60",87973,88114,141,"s","s","31","4","s","Input"
"61","61","61",88072,88263,191,"o","o","32","4","o","Input"
"62","62","62",88286,88436,150,"c","c","33","4","c","Input"
"63","63","63",88345,88505,160,"i","i","34","4","i","Input"
"64","64","64",88727,88959,232,"e","e","35","4","e","Input"
"65","65","65",88867,89027,160,"t","t","36","4","t","Input"
"66","66","66",88997,89140,143,"y","y","37","4","y","Input"
"67","67","67",89574,89717,143,".",".","38","4",".","Input"
"68","68","68",89733,89853,120,"Space","Space","39","4"," ","Input"
"69","69","69",89867,89867,0,"Shift","Shift","39","4","NoChange","Nonproduction"
"70","70","70",89984,90117,133,"T","t","40","5","T","Input"
"71","71","71",90124,90225,101,"h","h","41","5","h","Input"
"72","72","72",90179,90297,118,"e","e","42","5","e","Input"
"73","73","73",90260,90450,190,"r","r","43","5","r","Input"
"74","74","74",90368,90508,140,"e","e","44","5","e","Input"
"75","75","75",90413,90596,183,"Space","Space","45","5"," ","Input"
"76","76","76",90482,90682,200,"a","a","46","6","a","Input"
"77","77","77",90599,90813,214,"r","r","47","6","r","Input"
"78","78","78",90652,90861,209,"e","e","48","6","e","Input"
"79","79","79",90741,90921,180,"Space","Space","49","6"," ","Input"
"80","80","80",91473,91608,135,"t","t","50","7","t","Input"
"81","81","81",91543,91694,151,"h","h","51","7","h","Input"
"82","82","82",91625,91796,171,"o","o","52","7","o","Input"
"83","83","83",91707,91824,117,"s","s","53","7","s","Input"
"84","84","84",91999,92127,128,"Space","Space","54","7"," ","Input"
"85","85","85",92172,92311,139,"i","i","55","8","i","Input"
"86","86","86",92184,92395,211,"n","n","56","8","n","Input"
"87","87","87",92752,92812,60,"Backspace","Backspace","55","8","n","Remove/Cut"
"88","88","88",92849,92913,64,"Backspace","Backspace","54","7","i","Remove/Cut"
"89","89","89",92957,93070,113,"Backspace","Backspace","53","7"," ","Remove/Cut"
"90","90","90",93207,93261,54,"Backspace","Backspace","52","7","s","Remove/Cut"
"91","91","91",93328,93388,60,"Backspace","Backspace","51","7","o","Remove/Cut"
"92","92","92",93447,93515,68,"Backspace","Backspace","50","7","h","Remove/Cut"
"93","93","93",93561,93642,81,"Backspace","Backspace","49","6","t","Remove/Cut"
"94","94","94",93692,93772,80,"Backspace","Backspace","48","6"," ","Remove/Cut"
"95","95","95",93820,93887,67,"Backspace","Backspace","47","6","e","Remove/Cut"
"96","96","96",93947,94043,96,"Backspace","Backspace","46","6","r","Remove/Cut"
"97","97","97",94081,94151,70,"Backspace","Backspace","45","5","a","Remove/Cut"
"98","98","98",94215,94282,67,"Backspace","Backspace","44","5"," ","Remove/Cut"
"99","99","99",94349,94543,194,"Backspace","Backspace","43","5","e","Remove/Cut"
"100","100","100",94853,94938,85,"Backspace","Backspace","42","5","r","Remove/Cut"
"101","101","101",95012,95101,89,"Backspace","Backspace","41","5","e","Remove/Cut"
"102","102","102",95312,95383,71,"Backspace","Backspace","40","5","h","Remove/Cut"
"103","103","103",95466,95535,69,"Backspace","Backspace","39","4","T","Remove/Cut"
"104","104","104",95602,95682,80,"Backspace","Backspace","38","4"," ","Remove/Cut"
"105","105","105",96245,96328,83,"Backspace","Backspace","37","4",".","Remove/Cut"
"106","106","106",97016,97193,177,"Space","Space","38","4"," ","Input"
"107","107","107",97094,97243,149,"w","w","39","5","w","Input"
"108","108","108",97502,97666,164,"e","e","40","5","e","Input"
"109","109","109",98136,98277,141,"Backspace","Backspace","39","5","e","Remove/Cut"
"110","110","110",99045,99163,118,"Backspace","Backspace","38","4","w","Remove/Cut"
"111","111","111",99182,99300,118,"r","r","39","5","r","Input"
"112","112","112",99232,99375,143,"e","e","40","5","e","Input"
"113","113","113",99440,99512,72,"g","g","41","5","g","Input"
"114","114","114",99495,99683,188,"s","s","42","5","s","Input"
"115","115","115",100056,100174,118,"Backspace","Backspace","41","5","s","Remove/Cut"
"116","116","116",100262,100403,141,"r","r","42","5","r","Input"
"117","117","117",100826,100967,141,"Backspace","Backspace","41","5","r","Remove/Cut"
"118","118","118",100933,101118,185,"a","a","42","5","a","Input"
"119","119","119",101380,101475,95,"r","r","43","5","r","Input"
"120","120","120",101558,101687,129,"d","d","44","5","d","Input"
"121","121","121",101691,101861,170,"l","l","45","5","l","Input"
"122","122","122",101809,101955,146,"e","e","46","5","e","Input"
"123","123","123",101889,101986,97,"s","s","47","5","s","Input"
"124","124","124",102048,102226,178,"s","s","48","5","s","Input"
"125","125","125",102166,102283,117,"Space","Space","49","5"," ","Input"
"126","126","126",102274,102458,184,"i","i","50","6","i","Input"
"127","127","127",102343,102467,124,"f","f","51","6","f","Input"
"128","128","128",102437,102568,131,"Space","Space","52","6"," ","Input"
"129","129","129",102581,102708,127,"y","y","53","7","y","Input"
"130","130","130",102661,102847,186,"o","o","54","7","o","Input"
"131","131","131",102760,102876,116,"u","u","55","7","u","Input"
"132","132","132",102968,103132,164,"r","r","56","7","r","Input"
"133","133","133",103056,103242,186,"e","e","57","7","e","Input"
"134","134","134",103145,103281,136,"Space","Space","58","7"," ","Input"
"135","135","135",103336,103520,184,"t","t","59","8","t","Input"
"136","136","136",103398,103554,156,"h","h","60","8","h","Input"
"137","137","137",103484,103665,181,"e","e","61","8","e","Input"
"138","138","138",103546,103698,152,"Space","Space","62","8"," ","Input"
"139","139","139",103634,103829,195,"l","l","63","9","l","Input"
"140","140","140",103803,103920,117,"u","u","64","9","u","Input"
"141","141","141",103950,104128,178,"c","c","65","9","c","Input"
"142","142","142",104051,104204,153,"k","k","66","9","k","Input"
"143","143","143",105487,105569,82,"Backspace","Backspace","65","9","k","Remove/Cut"
"144","144","144",105601,105672,71,"Backspace","Backspace","64","9","c","Remove/Cut"
"145","145","145",105706,105777,71,"Backspace","Backspace","63","9","u","Remove/Cut"
"146","146","146",105848,105905,57,"Backspace","Backspace","62","8","l","Remove/Cut"
"147","147","147",105980,106022,42,"Backspace","Backspace","61","8"," ","Remove/Cut"
"148","148","148",106084,106149,65,"Backspace","Backspace","60","8","e","Remove/Cut"
"149","149","149",106208,106271,63,"Backspace","Backspace","59","8","h","Remove/Cut"
"150","150","150",106341,106396,55,"Backspace","Backspace","58","7","t","Remove/Cut"
"151","151","151",106466,106523,57,"Backspace","Backspace","57","7"," ","Remove/Cut"
"152","152","152",106595,106650,55,"Backspace","Backspace","56","7","e","Remove/Cut"
"153","153","153",106726,106804,78,"Backspace","Backspace","55","7","r","Remove/Cut"
"154","154","154",106969,107131,162,"'","'","56","7","'","Input"
"155","155","155",107129,107321,192,"r","r","57","7","r","Input"
"156","156","156",107162,107359,197,"e","e","58","7","e","Input"
"157","157","157",107284,107428,144,"Space","Space","59","7"," ","Input"
"158","158","158",107343,107548,205,"i","i","60","8","i","Input"
"159","159","159",107416,107557,141,"n","n","61","8","n","Input"
"160","160","160",107544,107642,98,"Space","Space","62","8"," ","Input"
"161","161","161",107566,107745,179,"t","t","63","9","t","Input"
"162","162","162",107696,107819,123,"h","h","64","9","h","Input"
"163","163","163",107737,107935,198,"e","e","65","9","e","Input"
"164","164","164",107841,107963,122,"Space","Space","66","9"," ","Input"
"165","165","165",108015,108200,185,"l","l","67","10","l","Input"
"166","166","166",108133,108267,134,"u","u","68","10","u","Input"
"167","167","167",108265,108429,164,"c","c","69","10","c","Input"
"168","168","168",108359,108527,168,"k","k","70","10","k","Input"
"169","169","169",108598,108713,115,"y","y","71","10","y","Input"
"170","170","170",109304,109405,101,"Space","Space","72","10"," ","Input"
"171","171","171",109502,109669,167,"p","p","73","11","p","Input"
"172","172","172",109640,109757,117,"u","u","74","11","u","Input"
"173","173","173",109777,110008,231,"p","p","75","11","p","Input"
"174","174","174",110165,110236,71,"Backspace","Backspace","74","11","p","Remove/Cut"
"175","175","175",110276,110362,86,"Backspace","Backspace","73","11","u","Remove/Cut"
"176","176","176",110558,110748,190,"0","0","74","11","0","Input"
