"","DownEventID","UpEventID","DownTime","UpTime","ActionTime","DownEvent","UpEvent","Cursorposition","WordCount","TextChange","Activity"
"1","1","1",2527,2580,53,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"2","2","2",3714,3796,82,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"3","3","3",59777,59865,88,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"4","4","4",73171,73171,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"5","5","5",73658,73658,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"6","6","6",73688,73688,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"7","7","7",73718,73718,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"8","8","8",73747,73747,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"9","9","9",73777,73777,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"10","10","10",73806,73806,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"11","11","11",73836,73836,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"12","12","12",73865,73865,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"13","13","13",73895,73895,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"14","14","14",73925,73925,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"15","15","15",73954,73954,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"16","16","16",73983,73983,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"17","17","17",74014,74014,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"18","18","18",74044,74044,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"19","19","19",74073,74073,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"20","20","20",74102,74102,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"21","21","21",74133,74133,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"22","22","22",74162,74162,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"23","23","23",74192,74192,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"24","24","24",74222,74222,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"25","25","25",74251,74251,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"26","26","26",74280,74280,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"27","27","27",74310,74310,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"28","28","28",74340,74340,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"29","29","29",74369,74369,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"30","30","30",74399,74399,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"31","31","31",74429,74429,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"32","32","32",74458,74458,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"33","33","33",74488,74488,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"34","34","34",74518,74518,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"35","35","35",74547,74547,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"36","36","36",74577,74577,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"37","37","37",74606,74606,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"38","38","38",74637,74637,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"39","39","39",74666,74666,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"40","40","40",74695,74695,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"41","41","41",74705,74819,114,"I","I","1","1","I","Input"
"42","42","42",74976,75079,103,"m","m","2","1","m","Input"
"43","43","43",75171,75319,148,"a","a","3","1","a","Input"
"44","44","44",75411,75556,145,"g","g","4","1","g","Input"
"45","45","45",75655,75767,112,"e","e","5","1","e","Input"
"46","46","46",75842,75949,107,"s","s","6","1","s","Input"
"47","47","47",75949,76063,114,"Space","Space","7","1"," ","Input"
"48","48","48",77046,77190,144,"a","a","8","2","a","Input"
"49","49","49",77148,77289,141,"n","n","9","2","n","Input"
"50","50","50",77458,77548,90,"d","d","10","2","d","Input"
"51","51","51",77626,77790,164,"Space","Space","11","2"," ","Input"
"52","52","52",78120,78284,164,"i","i","12","3","i","Input"
"53","53","53",78172,78273,101,"u","u","13","3","u","Input"
"54","54","54",78261,78379,118,"n","n","14","3","n","Input"
"55","55","55",78589,78691,102,"Backspace","Backspace","13","3","n","Remove/Cut"
"56","56","56",78742,78831,89,"Backspace","Backspace","12","3","u","Remove/Cut"
"57","57","57",79558,79677,119,"m","m","13","3","m","Input"
"58","58","58",79706,79880,174,"p","p","14","3","p","Input"
"59","59","59",80137,80266,129,"r","r","15","3","r","Input"
"60","60","60",80345,80438,93,"e","e","16","3","e","Input"
"61","61","61",80543,80612,69,"s","s","17","3","s","Input"
"62","62","62",80688,80770,82,"s","s","18","3","s","Input"
"63","63","63",80908,81016,108,"i","i","19","3","i","Input"
"64","64","64",81121,81200,79,"o","o","20","3","o","Input"
"65","65","65",81228,81369,141,"n","n","21","3","n","Input"
"66","66","66",81343,81473,130,"s","s","22","3","s","Input"
"67","67","67",81439,81569,130,"Space","Space","23","3"," ","Input"
"68","68","68",81616,81755,139,"s","s","24","4","s","Input"
"69","69","69",81835,81891,56,"e","e","25","4","e","Input"
"70","70","70",81950,82040,90,"e","e","26","4","e","Input"
"71","71","71",82081,82228,147,"m","m","27","4","m","Input"
"72","72","72",82221,82370,149,"Space","Space","28","4"," ","Input"
"73","73","73",82376,82478,102,"t","t","29","5","t","Input"
"74","74","74",82481,82574,93,"o","o","30","5","o","Input"
"75","75","75",83002,83113,111,"Space","Space","31","5"," ","Input"
"76","76","76",83276,83424,148,"b","b","32","6","b","Input"
"77","77","77",83612,83715,103,"Backspace","Backspace","31","5","b","Remove/Cut"
"78","78","78",83832,83985,153,"p","p","32","6","p","Input"
"79","79","79",83849,84003,154,"l","l","33","6","l","Input"
"80","80","80",83985,84126,141,"a","a","34","6","a","Input"
"81","81","81",84272,84431,159,"y","y","35","6","y","Input"
"82","82","82",84523,84658,135,"Space","Space","36","6"," ","Input"
