"","DownEventID","UpEventID","DownTime","UpTime","ActionTime","DownEvent","UpEvent","Cursorposition","WordCount","TextChange","Activity"
"1","1","1",9461,9561,100,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"2","2","2",31965,32069,104,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"3","3","3",42395,42395,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"4","4","4",42612,42761,149,"P","p","1","1","P","Input"
"5","5","5",42811,42937,126,"e","e","2","1","e","Input"
"6","6","6",42836,43048,212,"o","o","3","1","o","Input"
"7","7","7",42886,43047,161,"p","p","4","1","p","Input"
"8","8","8",43111,43311,200,"l","l","5","1","l","Input"
"9","9","9",43186,43286,100,"e","e","6","1","e","Input"
"10","10","10",43261,43453,192,"Space","Space","7","1"," ","Input"
"11","11","11",43385,43586,201,"a","a","8","2","a","Input"
"12","12","12",43462,43611,149,"r","r","9","2","r","Input"
"13","13","13",43536,43711,175,"e","e","10","2","e","Input"
"14","14","14",43561,43711,150,"Space","Space","11","2"," ","Input"
"15","15","15",43661,43836,175,"m","m","12","3","m","Input"
"16","16","16",43761,43961,200,"o","o","13","3","o","Input"
"17","17","17",43886,44061,175,"s","s","14","3","s","Input"
"18","18","18",44236,44361,125,"Backspace","Backspace","13","3","s","Remove/Cut"
"19","19","19",44311,44486,175,"r","r","14","3","r","Input"
"20","20","20",44411,44561,150,"e","e","15","3","e","Input"
"21","21","21",44511,44661,150,"Space","Space","16","3"," ","Input"
"22","22","22",44611,44786,175,"l","l","17","4","l","Input"
"23","23","23",44711,44786,75,"i","i","18","4","i","Input"
"24","24","24",44861,44987,126,"k","k","19","4","k","Input"
"25","25","25",44911,45087,176,"e","e","20","4","e","Input"
"26","26","26",45013,45162,149,"l","l","21","4","l","Input"
"27","27","27",45212,45386,174,"y","y","22","4","y","Input"
"28","28","28",45311,45461,150,"Space","Space","23","4"," ","Input"
"29","29","29",45361,45486,125,"t","t","24","5","t","Input"
"30","30","30",45436,45636,200,"o","o","25","5","o","Input"
"31","31","31",45561,45712,151,"Space","Space","26","5"," ","Input"
"32","32","32",45586,45711,125,"b","b","27","6","b","Input"
"33","33","33",45837,45990,153,"e","e","28","6","e","Input"
"34","34","34",45988,46138,150,"Space","Space","29","6"," ","Input"
"35","35","35",46211,46311,100,"h","h","30","7","h","Input"
"36","36","36",46311,46461,150,"a","a","31","7","a","Input"
"37","37","37",46363,46461,98,"p","p","32","7","p","Input"
"38","38","38",46536,46688,152,"p","p","33","7","p","Input"
"39","39","39",46686,46862,176,"y","y","34","7","y","Input"
"40","40","40",46786,46963,177,"Space","Space","35","7"," ","Input"
"41","41","41",46887,47062,175,"i","i","36","8","i","Input"
"42","42","42",46986,47117,131,"f","f","37","8","f","Input"
"43","43","43",47114,47212,98,"Space","Space","38","8"," ","Input"
"44","44","44",47287,47436,149,"t","t","39","9","t","Input"
"45","45","45",47362,47511,149,"h","h","40","9","h","Input"
"46","46","46",47512,47661,149,"e","e","41","9","e","Input"
"47","47","47",47636,47812,176,"y","y","42","9","y","Input"
"48","48","48",47736,47887,151,"Space","Space","43","9"," ","Input"
"49","49","49",48237,48362,125,"f","f","44","10","f","Input"
"50","50","50",48312,48486,174,"o","o","45","10","o","Input"
"51","51","51",48461,48611,150,"c","c","46","10","c","Input"
"52","52","52",48561,48686,125,"u","u","47","10","u","Input"
"53","53","53",48636,48811,175,"s","s","48","10","s","Input"
"54","54","54",48736,48836,100,"Space","Space","49","10"," ","Input"
"55","55","55",48786,48886,100,"o","o","50","11","o","Input"
"56","56","56",48911,49038,127,"n","n","51","11","n","Input"
"57","57","57",48987,49087,100,"Space","Space","52","11"," ","Input"
"58","58","58",49041,49187,146,"t","t","53","12","t","Input"
"59","59","59",49137,49261,124,"h","h","54","12","h","Input"
"60","60","60",49211,49361,150,"e","e","55","12","e","Input"
"61","61","61",49336,49511,175,"i","i","56","12","i","Input"
"62","62","62",49411,49536,125,"r","r","57","12","r","Input"
"63","63","63",49486,49636,150,"Space","Space","58","12"," ","Input"
"64","64","64",49586,49736,150,"p","p","59","13","p","Input"
"65","65","65",49661,49812,151,"e","e","60","13","e","Input"
"66","66","66",49736,49837,101,"r","r","61","13","r","Input"
"67","67","67",49887,50038,151,"s","s","62","13","s","Input"
"68","68","68",49937,50087,150,"o","o","63","13","o","Input"
"69","69","69",50039,50187,148,"n","n","64","13","n","Input"
"70","70","70",50162,50311,149,"a","a","65","13","a","Input"
"71","71","71",50240,50386,146,"l","l","66","13","l","Input"
"72","72","72",50312,50462,150,"Space","Space","67","13"," ","Input"
"73","73","73",50461,50586,125,"g","g","68","14","g","Input"
"74","74","74",50511,50637,126,"o","o","69","14","o","Input"
"75","75","75",50636,50786,150,"a","a","70","14","a","Input"
"76","76","76",50711,50837,126,"l","l","71","14","l","Input"
"77","77","77",50912,51062,150,"s","s","72","14","s","Input"
