"","DownEventID","UpEventID","DownTime","UpTime","ActionTime","DownEvent","UpEvent","Cursorposition","WordCount","TextChange","Activity"
"1","1","1",46324,46403,79,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"2","2","2",55776,55776,0,"Tab","Tab","0","0","NoChange","Nonproduction"
"3","3","3",57915,58010,95,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"4","4","4",62104,62191,87,"Space","Space","1","0"," ","Input"
"5","5","5",62391,62467,76,"Space","Space","2","0"," ","Input"
"6","6","6",63306,63428,122,"Space","Space","3","0"," ","Input"
"7","7","7",63790,63893,103,"Space","Space","4","0"," ","Input"
"8","8","8",71673,71770,97,"h","h","5","1","h","Input"
"9","9","9",72040,72132,92,"a","a","6","1","a","Input"
"10","10","10",72540,72585,45,"p","p","7","1","p","Input"
"11","11","11",72708,72783,75,"p","p","8","1","p","Input"
"12","12","12",73236,73310,74,"i","i","9","1","i","Input"
"13","13","13",73528,73601,73,"e","e","10","1","e","Input"
"14","14","14",73883,73948,65,"n","n","11","1","n","Input"
"15","15","15",74269,74336,67,"e","e","12","1","e","Input"
"16","16","16",74529,74583,54,"s","s","13","1","s","Input"
"17","17","17",74939,74990,51,"s","s","14","1","s","Input"
"18","18","18",76095,76122,27,"Space","Space","15","1"," ","Input"
"19","19","19",77672,78174,502,"Backspace","Backspace","14","1"," ","Remove/Cut"
"20","20","20",78174,78193,19,"Backspace","Backspace","13","1","s","Remove/Cut"
"21","21","21",78331,78442,111,"Backspace","Backspace","12","1","s","Remove/Cut"
"22","22","22",78516,78597,81,"Backspace","Backspace","11","1","e","Remove/Cut"
"23","23","23",78675,78741,66,"Backspace","Backspace","10","1","n","Remove/Cut"
"24","24","24",78813,78892,79,"Backspace","Backspace","9","1","e","Remove/Cut"
"25","25","25",79231,79307,76,"Backspace","Backspace","8","1","i","Remove/Cut"
"26","26","26",79878,79951,73,"y","y","9","1","y","Input"
"27","27","27",80231,80303,72,"n","n","10","1","n","Input"
"28","28","28",80374,80463,89,"e","e","11","1","e","Input"
"29","29","29",80602,80677,75,"s","s","12","1","s","Input"
"30","30","30",80762,80838,76,"s","s","13","1","s","Input"
"31","31","31",81427,81497,70,"Backspace","Backspace","12","1","s","Remove/Cut"
"32","32","32",81583,81657,74,"Backspace","Backspace","11","1","s","Remove/Cut"
"33","33","33",81746,81819,73,"Backspace","Backspace","10","1","e","Remove/Cut"
"34","34","34",81911,81986,75,"Backspace","Backspace","9","1","n","Remove/Cut"
"35","35","35",82078,82140,62,"Backspace","Backspace","8","1","y","Remove/Cut"
"36","36","36",82643,82725,82,"i","i","9","1","i","Input"
"37","37","37",83034,83098,64,"n","n","10","1","n","Input"
"38","38","38",83198,83276,78,"e","e","11","1","e","Input"
"39","39","39",83494,83531,37,"s","s","12","1","s","Input"
"40","40","40",83652,83690,38,"s","s","13","1","s","Input"
"41","41","41",84364,84451,87,"Space","Space","14","1"," ","Input"
"42","42","42",87606,88108,502,"ArrowLeft","ArrowLeft","13","1","NoChange","Nonproduction"
"43","43","43",88108,88137,29,"ArrowLeft","ArrowLeft","12","1","NoChange","Nonproduction"
"44","44","44",88137,88156,19,"ArrowLeft","ArrowLeft","11","1","NoChange","Nonproduction"
"45","45","45",88352,88408,56,"ArrowLeft","ArrowLeft","10","1","NoChange","Nonproduction"
"46","46","46",88538,88589,51,"ArrowLeft","ArrowLeft","9","1","NoChange","Nonproduction"
"47","47","47",90547,90612,65,"ArrowRight","ArrowRight","10","1","NoChange","Nonproduction"
"48","48","48",90737,90799,62,"ArrowRight","ArrowRight","11","1","NoChange","Nonproduction"
"49","49","49",90903,90956,53,"ArrowRight","ArrowRight","12","1","NoChange","Nonproduction"
"50","50","50",91071,91121,50,"ArrowRight","ArrowRight","13","1","NoChange","Nonproduction"
"51","51","51",93236,93308,72,"Space","Space","14","1"," ","Input"
"52","52","52",94274,94391,117,"c","c","15","2","c","Input"
"53","53","53",94468,94613,145,"o","o","16","2","o","Input"
"54","54","54",94871,95013,142,"m","m","17","2","m","Input"
"55","55","55",95350,95437,87,"e","e","18","2","e","Input"
"56","56","56",95682,95789,107,"s","s","19","2","s","Input"
"57","57","57",95952,96052,100,"Space","Space","20","2"," ","Input"
"58","58","58",96179,96278,99,"f","f","21","3","f","Input"
"59","59","59",96383,96496,113,"r","r","22","3","r","Input"
"60","60","60",96570,96655,85,"o","o","23","3","o","Input"
"61","61","61",96854,96921,67,"m","m","24","3","m","Input"
"62","62","62",97034,97098,64,"Space","Space","25","3"," ","Input"
"63","63","63",97199,97340,141,"t","t","26","4","t","Input"
"64","64","64",97462,97551,89,"h","h","27","4","h","Input"
"65","65","65",97675,97753,78,"e","e","28","4","e","Input"
"66","66","66",97826,97926,100,"Space","Space","29","4"," ","Input"
"67","67","67",98172,98279,107,"c","c","30","5","c","Input"
"68","68","68",98374,98469,95,"o","o","31","5","o","Input"
"69","69","69",98619,98711,92,"r","r","32","5","r","Input"
"70","70","70",98830,98916,86,"e","e","33","5","e","Input"
"71","71","71",99003,99089,86,"Space","Space","34","5"," ","Input"
"72","72","72",99371,99443,72,"i","i","35","6","i","Input"
"73","73","73",99507,99604,97,"s","s","36","6","s","Input"
"74","74","74",99696,99756,60,"Space","Space","37","6"," ","Input"
"75","75","75",100613,100732,119,"w","w","38","7","w","Input"
"76","76","76",100817,100881,64,"h","h","39","7","h","Input"
"77","77","77",101245,101360,115,"a","a","40","7","a","Input"
"78","78","78",101633,101730,97,"t","t","41","7","t","Input"
"79","79","79",101884,101928,44,"Space","Space","42","7"," ","Input"
"80","80","80",102166,102241,75,"m","m","43","8","m","Input"
"81","81","81",102611,102706,95,"y","y","44","8","y","Input"
"82","82","82",102955,103053,98,"Space","Space","45","8"," ","Input"
"83","83","83",103427,103496,69,"g","g","46","9","g","Input"
"84","84","84",103636,103724,88,"r","r","47","9","r","Input"
"85","85","85",103932,104082,150,"a","a","48","9","a","Input"
"86","86","86",104230,104287,57,"n","n","49","9","n","Input"
"87","87","87",104411,104481,70,"d","d","50","9","d","Input"
"88","88","88",104746,104820,74,"m","m","51","9","m","Input"
"89","89","89",104893,104981,88,"a","a","52","9","a","Input"
"90","90","90",105191,105245,54,"Space","Space","53","9"," ","Input"
"91","91","91",106229,106334,105,"t","t","54","10","t","Input"
"92","92","92",107758,107866,108,"Backspace","Backspace","53","9","t","Remove/Cut"
"93","93","93",110943,111051,108,"u","u","54","10","u","Input"
"94","94","94",111116,111197,81,"s","s","55","10","s","Input"
"95","95","95",111578,111667,89,"e","e","56","10","e","Input"
"96","96","96",111810,111885,75,"d","d","57","10","d","Input"
"97","97","97",112003,112086,83,"Space","Space","58","10"," ","Input"
"98","98","98",112236,112388,152,"t","t","59","11","t","Input"
"99","99","99",112488,112563,75,"o","o","60","11","o","Input"
"100","100","100",112840,112917,77,"Space","Space","61","11"," ","Input"
"101","101","101",113066,113170,104,"s","s","62","12","s","Input"
"102","102","102",113325,113416,91,"a","a","63","12","a","Input"
"103","103","103",113455,113569,114,"y","y","64","12","y","Input"
"104","104","104",115991,116072,81,".",".","65","12",".","Input"
"105","105","105",117387,117482,95,"Leftclick","Leftclick","5","12","NoChange","Nonproduction"
"106","106","106",118367,118443,76,"Backspace","Backspace","4","12","h","Remove/Cut"
"107","107","107",118741,118741,0,"Shift","Shift","4","12","NoChange","Nonproduction"
"108","108","108",119113,119186,73,"H","H","5","12","H","Input"
"109","109","109",120739,120818,79,"Leftclick","Leftclick","66","12","NoChange","Nonproduction"
"110","110","110",134347,134454,107,"f","f","67","13","f","Input"
"111","111","111",134809,134889,80,"o","o","68","13","o","Input"
"112","112","112",135263,135329,66,"c","c","69","13","c","Input"
"113","113","113",135521,135595,74,"u","u","70","13","u","Input"
"114","114","114",135713,135783,70,"s","s","71","13","s","Input"
"115","115","115",136231,136312,81,"i","i","72","13","i","Input"
"116","116","116",136528,136606,78,"n","n","73","13","n","Input"
"117","117","117",136731,136834,103,"g","g","74","13","g","Input"
"118","118","118",136950,137031,81,"Space","Space","75","13"," ","Input"
"119","119","119",138123,138624,501,"ArrowLeft","ArrowLeft","74","13","NoChange","Nonproduction"
"120","120","120",138624,138654,30,"ArrowLeft","ArrowLeft","73","13","NoChange","Nonproduction"
"121","121","121",138654,138684,30,"ArrowLeft","ArrowLeft","72","13","NoChange","Nonproduction"
"122","122","122",138684,138692,8,"ArrowLeft","ArrowLeft","71","13","NoChange","Nonproduction"
"123","123","123",138866,138928,62,"ArrowLeft","ArrowLeft","70","13","NoChange","Nonproduction"
"124","124","124",139024,139096,72,"ArrowLeft","ArrowLeft","69","13","NoChange","Nonproduction"
"125","125","125",139181,139254,73,"ArrowLeft","ArrowLeft","68","13","NoChange","Nonproduction"
"126","126","126",139333,139391,58,"ArrowLeft","ArrowLeft","67","13","NoChange","Nonproduction"
"127","127","127",139923,140003,80,"Backspace","Backspace","66","13","f","Remove/Cut"
"128","128","128",140256,140256,0,"Shift","Shift","66","13","NoChange","Nonproduction"
"129","129","129",140676,140741,65,"F","F","67","13","F","Input"
"130","130","130",141243,141748,505,"ArrowRight","ArrowRight","68","13","NoChange","Nonproduction"
"131","131","131",141748,141778,30,"ArrowRight","ArrowRight","69","13","NoChange","Nonproduction"
"132","132","132",141778,141809,31,"ArrowRight","ArrowRight","70","13","NoChange","Nonproduction"
"133","133","133",141809,141838,29,"ArrowRight","ArrowRight","71","13","NoChange","Nonproduction"
"134","134","134",141838,141868,30,"ArrowRight","ArrowRight","72","13","NoChange","Nonproduction"
"135","135","135",141868,141897,29,"ArrowRight","ArrowRight","73","13","NoChange","Nonproduction"
"136","136","136",141897,141928,31,"ArrowRight","ArrowRight","74","13","NoChange","Nonproduction"
"137","137","137",141928,141957,29,"ArrowRight","ArrowRight","75","13","NoChange","Nonproduction"
"138","138","138",141957,141988,31,"ArrowRight","ArrowRight","75","13","NoChange","Nonproduction"
"139","139","139",141988,142017,29,"ArrowRight","ArrowRight","75","13","NoChange","Nonproduction"
"140","140","140",142017,142048,31,"ArrowRight","ArrowRight","75","13","NoChange","Nonproduction"
"141","141","141",142048,142066,18,"ArrowRight","ArrowRight","75","13","NoChange","Nonproduction"
"142","142","142",145925,146014,89,"o","o","76","14","o","Input"
"143","143","143",146270,146344,74,"n","n","77","14","n","Input"
"144","144","144",146451,146533,82,"Space","Space","78","14"," ","Input"
"145","145","145",147222,147332,110,"y","y","79","15","y","Input"
"146","146","146",147446,147514,68,"o","o","80","15","o","Input"
"147","147","147",147734,147794,60,"u","u","81","15","u","Input"
"148","148","148",147983,148066,83,"r","r","82","15","r","Input"
"149","149","149",148135,148234,99,"Space","Space","83","15"," ","Input"
"150","150","150",148603,148674,71,"o","o","84","16","o","Input"
"151","151","151",148901,149014,113,"w","w","85","16","w","Input"
"152","152","152",149123,149177,54,"n","n","86","16","n","Input"
"153","153","153",149317,149369,52,"Space","Space","87","16"," ","Input"
"154","154","154",149723,149799,76,"d","d","88","17","d","Input"
"155","155","155",150061,150135,74,"r","r","89","17","r","Input"
"156","156","156",150294,150354,60,"e","e","90","17","e","Input"
"157","157","157",150617,150617,0,"Shift","Shift","90","17","NoChange","Nonproduction"
"158","158","158",150902,150962,60,"m","m","91","17","m","Input"
"159","159","159",152573,152667,94,"Backspace","Backspace","90","17","m","Remove/Cut"
"160","160","160",152829,152934,105,"a","a","91","17","a","Input"
"161","161","161",153153,153225,72,"m","m","92","17","m","Input"
"162","162","162",153920,154017,97,"s","s","93","17","s","Input"
"163","163","163",154113,154176,63,"Space","Space","94","17"," ","Input"
"164","164","164",155046,155165,119,"i","i","95","18","i","Input"
"165","165","165",155303,155429,126,"s","s","96","18","s","Input"
"166","166","166",155550,155634,84,"Space","Space","97","18"," ","Input"
"167","167","167",156097,156160,63,"w","w","98","19","w","Input"
"168","168","168",156282,156383,101,"h","h","99","19","h","Input"
"169","169","169",156716,156838,122,"a","a","100","19","a","Input"
"170","170","170",156982,157073,91,"t","t","101","19","t","Input"
"171","171","171",157569,157663,94,"Space","Space","102","19"," ","Input"
"172","172","172",159006,159504,498,"ArrowLeft","ArrowLeft","101","19","NoChange","Nonproduction"
"173","173","173",159504,159535,31,"ArrowLeft","ArrowLeft","100","19","NoChange","Nonproduction"
"174","174","174",159535,159564,29,"ArrowLeft","ArrowLeft","99","19","NoChange","Nonproduction"
"175","175","175",159564,159596,32,"ArrowLeft","ArrowLeft","98","19","NoChange","Nonproduction"
"176","176","176",159802,159882,80,"ArrowLeft","ArrowLeft","97","19","NoChange","Nonproduction"
"177","177","177",159988,160065,77,"ArrowLeft","ArrowLeft","96","19","NoChange","Nonproduction"
"178","178","178",160151,160227,76,"ArrowLeft","ArrowLeft","95","19","NoChange","Nonproduction"
"179","179","179",160329,160398,69,"ArrowLeft","ArrowLeft","94","19","NoChange","Nonproduction"
"180","180","180",160719,160770,51,"ArrowLeft","ArrowLeft","93","19","NoChange","Nonproduction"
"181","181","181",161477,161596,119,"Space","Space","94","19"," ","Input"
"182","182","182",161732,161837,105,"a","a","95","20","a","Input"
"183","183","183",161931,162003,72,"n","n","96","20","n","Input"
"184","184","184",162114,162186,72,"d","d","97","20","d","Input"
"185","185","185",162255,162322,67,"Space","Space","98","20"," ","Input"
"186","186","186",162728,162856,128,"g","g","99","21","g","Input"
"187","187","187",162930,163003,73,"o","o","100","21","o","Input"
"188","188","188",163214,163320,106,"a","a","101","21","a","Input"
"189","189","189",163429,163499,70,"l","l","102","21","l","Input"
"190","190","190",163669,163772,103,"s","s","103","21","s","Input"
"191","191","191",164911,165412,501,"ArrowRight","ArrowRight","104","21","NoChange","Nonproduction"
"192","192","192",165412,165442,30,"ArrowRight","ArrowRight","105","21","NoChange","Nonproduction"
"193","193","193",165442,165472,30,"ArrowRight","ArrowRight","106","21","NoChange","Nonproduction"
"194","194","194",165472,165502,30,"ArrowRight","ArrowRight","107","21","NoChange","Nonproduction"
"195","195","195",165502,165532,30,"ArrowRight","ArrowRight","108","21","NoChange","Nonproduction"
"196","196","196",165532,165562,30,"ArrowRight","ArrowRight","109","21","NoChange","Nonproduction"
"197","197","197",165562,165592,30,"ArrowRight","ArrowRight","110","21","NoChange","Nonproduction"
"198","198","198",165592,165621,29,"ArrowRight","ArrowRight","111","21","NoChange","Nonproduction"
"199","199","199",165621,165652,31,"ArrowRight","ArrowRight","112","21","NoChange","Nonproduction"
"200","200","200",165652,165682,30,"ArrowRight","ArrowRight","112","21","NoChange","Nonproduction"
"201","201","201",165682,165713,31,"ArrowRight","ArrowRight","112","21","NoChange","Nonproduction"
"202","202","202",165713,165727,14,"ArrowRight","ArrowRight","112","21","NoChange","Nonproduction"
"203","203","203",166473,166595,122,"w","w","113","22","w","Input"
"204","204","204",166747,166809,62,"i","i","114","22","i","Input"
"205","205","205",167056,167111,55,"l","l","115","22","l","Input"
"206","206","206",167223,167282,59,"l","l","116","22","l","Input"
"207","207","207",167521,167550,29,"Space","Space","117","22"," ","Input"
"208","208","208",167762,167829,67,"m","m","118","23","m","Input"
"209","209","209",167950,168026,76,"a","a","119","23","a","Input"
"210","210","210",168142,168200,58,"k","k","120","23","k","Input"
"211","211","211",168304,168406,102,"e","e","121","23","e","Input"
"212","212","212",168484,168543,59,"Space","Space","122","23"," ","Input"
"213","213","213",168837,168914,77,"y","y","123","24","y","Input"
"214","214","214",169286,169364,78,"o","o","124","24","o","Input"
"215","215","215",169532,169593,61,"u","u","125","24","u","Input"
