"","DownEventID","UpEventID","DownTime","UpTime","ActionTime","DownEvent","UpEvent","Cursorposition","WordCount","TextChange","Activity"
"1","1","1",1531,1642,111,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"2","2","2",22831,22831,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"3","3","3",22999,23070,71,"I","i","1","1","I","Input"
"4","4","4",23190,23310,120,"m","m","2","1","m","Input"
"5","5","5",23344,23488,144,"a","a","3","1","a","Input"
"6","6","6",23500,23596,96,"g","g","4","1","g","Input"
"7","7","7",23986,24094,108,"e","e","5","1","e","Input"
"8","8","8",24349,24445,96,"s","s","6","1","s","Input"
"9","9","9",24409,24517,108,"Space","Space","7","1"," ","Input"
"10","10","10",24562,24682,120,"a","a","8","2","a","Input"
"11","11","11",24670,24754,84,"n","n","9","2","n","Input"
"12","12","12",24787,24919,132,"d","d","10","2","d","Input"
"13","13","13",24883,25003,120,"Space","Space","11","2"," ","Input"
"14","14","14",25134,25218,84,"i","i","12","3","i","Input"
"15","15","15",25318,25438,120,"m","m","13","3","m","Input"
"16","16","16",25390,25522,132,"p","p","14","3","p","Input"
"17","17","17",25510,25678,168,"r","r","15","3","r","Input"
"18","18","18",25570,25702,132,"e","e","16","3","e","Input"
"19","19","19",25831,25891,60,"s","s","17","3","s","Input"
"20","20","20",26009,26154,145,"s","s","18","3","s","Input"
"21","21","21",26093,26261,168,"i","i","19","3","i","Input"
"22","22","22",26177,26286,109,"o","o","20","3","o","Input"
"23","23","23",26374,26422,48,"n","n","21","3","n","Input"
"24","24","24",26477,26585,108,"s","s","22","3","s","Input"
"25","25","25",26573,26693,120,"Space","Space","23","3"," ","Input"
"26","26","26",27610,27718,108,"t","t","24","4","t","Input"
"27","27","27",27706,27850,144,"o","o","25","4","o","Input"
"28","28","28",27814,27982,168,"Space","Space","26","4"," ","Input"
"29","29","29",27934,28030,96,"h","h","27","5","h","Input"
"30","30","30",28064,28136,72,"a","a","28","5","a","Input"
"31","31","31",28148,28244,96,"v","v","29","5","v","Input"
"32","32","32",28352,28473,121,"e","e","30","5","e","Input"
"33","33","33",28484,28605,121,"Space","Space","31","5"," ","Input"
"34","34","34",28735,28843,108,"a","a","32","6","a","Input"
"35","35","35",28831,28951,120,"Space","Space","33","6"," ","Input"
"36","36","36",29249,29333,84,"e","e","34","7","e","Input"
"37","37","37",29452,29500,48,"f","f","35","7","f","Input"
"38","38","38",29610,29730,120,"f","f","36","7","f","Input"
"39","39","39",29706,29850,144,"e","e","37","7","e","Input"
"40","40","40",29883,29967,84,"c","c","38","7","c","Input"
"41","41","41",30118,30262,144,"t","t","39","7","t","Input"
"42","42","42",30238,30370,132,"Space","Space","40","7"," ","Input"
"43","43","43",30298,30418,120,"o","o","41","8","o","Input"
"44","44","44",30485,30593,108,"n","n","42","8","n","Input"
"45","45","45",30569,30725,156,"Space","Space","43","8"," ","Input"
"46","46","46",30701,30761,60,"p","p","44","9","p","Input"
"47","47","47",30795,30879,84,"e","e","45","9","e","Input"
"48","48","48",30986,31058,72,"o","o","46","9","o","Input"
"49","49","49",31176,31236,60,"p","p","47","9","p","Input"
"50","50","50",31354,31438,84,"l","l","48","9","l","Input"
"51","51","51",31482,31603,121,"e","e","49","9","e","Input"
"52","52","52",31579,31699,120,".",".","50","9",".","Input"
"53","53","53",31687,31831,144,"Space","Space","51","9"," ","Input"
"54","54","54",31771,31771,0,"Shift","Shift","51","9","NoChange","Nonproduction"
"55","55","55",31855,32023,168,"T","t","52","10","T","Input"
"56","56","56",32067,32175,108,"a","a","53","10","a","Input"
"57","57","57",32175,32271,96,"k","k","54","10","k","Input"
"58","58","58",32284,32428,144,"e","e","55","10","e","Input"
"59","59","59",32416,32536,120,"Space","Space","56","10"," ","Input"
"60","60","60",32590,32734,144,"s","s","57","11","s","Input"
"61","61","61",32698,32854,156,"o","o","58","11","o","Input"
"62","62","62",33161,33668,507,"Backspace","Backspace","57","11","o","Remove/Cut"
"63","63","63",33668,33699,31,"Backspace","Backspace","56","10","s","Remove/Cut"
"64","64","64",33699,33730,31,"Backspace","Backspace","55","10"," ","Remove/Cut"
"65","65","65",33730,33761,31,"Backspace","Backspace","54","10","e","Remove/Cut"
"66","66","66",33761,33793,32,"Backspace","Backspace","53","10","k","Remove/Cut"
"67","67","67",33793,33834,41,"Backspace","Backspace","52","10","a","Remove/Cut"
"68","68","68",34121,34181,60,"Backspace","Backspace","51","9","T","Remove/Cut"
"69","69","69",57634,57729,95,"Leftclick","Leftclick","24","9","NoChange","Nonproduction"
"70","70","70",58337,58456,119,"Leftclick","Leftclick","24","9","NoChange","Nonproduction"
"71","71","71",58985,59064,79,"Leftclick","Leftclick","25","9","NoChange","Nonproduction"
"72","72","72",59680,59763,83,"Backspace","Backspace","24","9","o","Remove/Cut"
"73","73","73",59862,59922,60,"Backspace","Backspace","23","8","t","Remove/Cut"
"74","74","74",60655,60725,70,"d","d","24","9","d","Input"
"75","75","75",60760,60843,83,"o","o","25","9","o","Input"
"76","76","76",62082,62169,87,"Leftclick","Leftclick","51","9","NoChange","Nonproduction"
"77","77","77",67592,67592,0,"Shift","Shift","51","9","NoChange","Nonproduction"
"78","78","78",67688,67831,143,"T","t","52","10","T","Input"
"79","79","79",67876,68007,131,"o","o","53","10","o","Input"
"80","80","80",68042,68173,131,"d","d","54","10","d","Input"
"81","81","81",68126,68257,131,"a","a","55","10","a","Input"
"82","82","82",68270,68341,71,"y","y","56","10","y","Input"
"83","83","83",68576,68635,59,",",",","57","10",",","Input"
"84","84","84",68881,68964,83,"Space","Space","58","10"," ","Input"
"85","85","85",68998,69106,108,"t","t","59","11","t","Input"
"86","86","86",69140,69199,59,"h","h","60","11","h","Input"
"87","87","87",69234,69366,132,"e","e","61","11","e","Input"
"88","88","88",69342,69486,144,"Space","Space","62","11"," ","Input"
"89","89","89",69486,69629,143,"w","w","63","12","w","Input"
"90","90","90",69618,69713,95,"o","o","64","12","o","Input"
"91","91","91",69678,69821,143,"r","r","65","12","r","Input"
"92","92","92",69899,69947,48,"l","l","66","12","l","Input"
"93","93","93",70044,70187,143,"d","d","67","12","d","Input"
"94","94","94",70140,70355,215,"Space","Space","68","12"," ","Input"
"95","95","95",70248,70379,131,"i","i","69","13","i","Input"
"96","96","96",70446,70542,96,"s","s","70","13","s","Input"
"97","97","97",70518,70626,108,"Space","Space","71","13"," ","Input"
"98","98","98",70828,70899,71,"o","o","72","14","o","Input"
"99","99","99",70996,71092,96,"b","b","73","14","b","Input"
"100","100","100",71092,71223,131,"s","s","74","14","s","Input"
"101","101","101",71176,71308,132,"e","e","75","14","e","Input"
