"","DownEventID","UpEventID","DownTime","UpTime","ActionTime","DownEvent","UpEvent","Cursorposition","WordCount","TextChange","Activity"
"1","1","1",2104,2177,73,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"2","2","2",42227,42227,0,"Tab","Tab","0","0","NoChange","Nonproduction"
"3","3","3",43530,43662,132,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"4","4","4",44073,44073,0,"Tab","Tab","0","0","NoChange","Nonproduction"
"5","5","5",44572,44684,112,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"6","6","6",47620,47620,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"7","7","7",47852,47933,81,"M","M","1","1","M","Input"
"8","8","8",48270,48355,85,"a","a","2","1","a","Input"
"9","9","9",50126,50224,98,"t","t","3","1","t","Input"
"10","10","10",54627,54742,115,"e","e","4","1","e","Input"
"11","11","11",55724,55810,86,"r","r","5","1","r","Input"
"12","12","12",55959,56120,161,"i","i","6","1","i","Input"
"13","13","13",56623,56745,122,"a","a","7","1","a","Input"
"14","14","14",56808,56954,146,"l","l","8","1","l","Input"
"15","15","15",57814,57935,121,"i","i","9","1","i","Input"
"16","16","16",57981,58065,84,"s","s","10","1","s","Input"
"17","17","17",58084,58169,85,"m","m","11","1","m","Input"
"18","18","18",58234,58339,105,"Space","Space","12","1"," ","Input"
"19","19","19",61759,61830,71,"i","i","13","2","i","Input"
"20","20","20",61904,62089,185,"s","s","14","2","s","Input"
"21","21","21",62018,62145,127,"Space","Space","15","2"," ","Input"
"22","22","22",62377,62469,92,"w","w","16","3","w","Input"
"23","23","23",62536,62652,116,"h","h","17","3","h","Input"
"24","24","24",62637,62744,107,"a","a","18","3","a","Input"
"25","25","25",62747,62894,147,"t","t","19","3","t","Input"
"26","26","26",62818,62951,133,"Space","Space","20","3"," ","Input"
"27","27","27",62997,63124,127,"m","m","21","4","m","Input"
"28","28","28",63174,63269,95,"a","a","22","4","a","Input"
"29","29","29",63222,63333,111,"k","k","23","4","k","Input"
"30","30","30",63369,63451,82,"e","e","24","4","e","Input"
"31","31","31",63543,63671,128,"s","s","25","4","s","Input"
"32","32","32",63637,63706,69,"Space","Space","26","4"," ","Input"
"33","33","33",63771,63867,96,"t","t","27","5","t","Input"
"34","34","34",63784,63909,125,"h","h","28","5","h","Input"
"35","35","35",63914,64056,142,"e","e","29","5","e","Input"
"36","36","36",64005,64100,95,"Space","Space","30","5"," ","Input"
"37","37","37",64553,64658,105,"o","o","31","6","o","Input"
"38","38","38",65144,65178,34,"Backspace","Backspace","30","5","o","Remove/Cut"
"39","39","39",65222,65353,131,"w","w","31","6","w","Input"
"40","40","40",65488,65594,106,"r","r","32","6","r","Input"
"41","41","41",65863,65949,86,"Backspace","Backspace","31","6","r","Remove/Cut"
"42","42","42",66104,66187,83,"o","o","32","6","o","Input"
"43","43","43",66243,66323,80,"r","r","33","6","r","Input"
"44","44","44",66327,66436,109,"l","l","34","6","l","Input"
"45","45","45",66450,66590,140,"d","d","35","6","d","Input"
"46","46","46",66551,66633,82,"Space","Space","36","6"," ","Input"
"47","47","47",66708,66812,104,"g","g","37","7","g","Input"
"48","48","48",66757,66879,122,"o","o","38","7","o","Input"
"49","49","49",66880,66978,98,"Space","Space","39","7"," ","Input"
"50","50","50",67054,67164,110,"r","r","40","8","r","Input"
"51","51","51",67133,67282,149,"o","o","41","8","o","Input"
"52","52","52",67218,67313,95,"u","u","42","8","u","Input"
"53","53","53",67396,67563,167,"n","n","43","8","n","Input"
"54","54","54",67452,67613,161,"d","d","44","8","d","Input"
"55","55","55",67661,67789,128,"Space","Space","45","8"," ","Input"
