,DownEventID,UpEventID,DownTime,UpTime,ActionTime,DownEvent,UpEvent,Cursorposition,WordCount,TextChange,Activity
1,1,1,82056,82230,174,Leftclick,Leftclick,0,0,NoChange,Nonproduction
2,2,2,83504,83504,0,Shift,Shift,0,0,NoChange,Nonproduction
3,3,3,83698,83794,96,F,f,1,1,F,Input
4,4,4,83962,84111,149,i,i,2,1,i,Input
5,5,5,84071,84175,104,n,n,3,1,n,Input
6,6,6,84374,84434,60,d,d,4,1,d,Input
7,7,7,84503,84619,116,i,i,5,1,i,Input
8,8,8,84575,84675,100,n,n,6,1,n,Input
9,9,9,84804,84864,60,g,g,7,1,g,Input
10,10,10,84918,84982,64,Space,Space,8,1, ,Input
11,11,11,85481,85548,67,h,h,9,2,h,Input
12,12,12,85680,85735,55,a,a,10,2,a,Input
13,13,13,86023,86059,36,p,p,11,2,p,Input
14,14,14,86136,86204,68,p,p,12,2,p,Input
15,15,15,86504,86568,64,i,i,13,2,i,Input
16,16,16,86687,86747,60,n,n,14,2,n,Input
17,17,17,87054,87114,60,e,e,15,2,e,Input
18,18,18,87318,87370,52,s,s,16,2,s,Input
19,19,19,87434,87498,64,s,s,17,2,s,Input
20,20,20,87617,87673,56,Space,Space,18,2, ,Input
21,21,21,87890,87950,60,i,i,19,3,i,Input
22,22,22,88030,88094,64,s,s,20,3,s,Input
23,23,23,88146,88206,60,Space,Space,21,3, ,Input
24,24,24,88430,88494,64,a,a,22,4,a,Input
25,25,25,88559,88619,60,Space,Space,23,4, ,Input
26,26,26,88961,89017,56,g,g,24,5,g,Input
27,27,27,89099,89162,63,o,o,25,5,o,Input
28,28,28,89305,89350,45,a,a,26,5,a,Input
29,29,29,89423,89483,60,l,l,27,5,l,Input
30,30,30,89663,89735,72,Space,Space,28,5, ,Input
31,31,31,89953,90005,52,t,t,29,6,t,Input
32,32,32,90067,90135,68,h,h,30,6,h,Input
33,33,33,90225,90304,79,a,a,31,6,a,Input
34,34,34,90516,90560,44,t,t,32,6,t,Input
35,35,35,90614,90670,56,Space,Space,33,6, ,Input
36,36,36,91012,91096,84,w,w,34,7,w,Input
37,37,37,91075,91164,89,e,e,35,7,e,Input
38,38,38,91201,91265,64,Space,Space,36,7, ,Input
39,39,39,91476,91549,73,a,a,37,8,a,Input
40,40,40,91647,91711,64,l,l,38,8,l,Input
41,41,41,91785,91837,52,l,l,39,8,l,Input
42,42,42,92020,92075,55,Space,Space,40,8, ,Input
43,43,43,92569,92620,51,h,h,41,9,h,Input
44,44,44,95087,95271,184,Backspace,Backspace,40,8,h,Remove/Cut
45,45,45,95725,95857,132,a,a,41,9,a,Input
46,46,46,96324,96396,72,r,r,42,9,r,Input
47,47,47,96360,96464,104,e,e,43,9,e,Input
48,48,48,96523,96595,72,Space,Space,44,9, ,Input
49,49,49,96825,96889,64,c,c,45,10,c,Input
50,50,50,97218,97334,116,o,o,46,10,o,Input
51,51,51,97302,97402,100,n,n,47,10,n,Input
52,52,52,97457,97537,80,s,s,48,10,s,Input
53,53,53,97770,97862,92,t,t,49,10,t,Input
54,54,54,97917,98025,108,a,a,50,10,a,Input
55,55,55,98059,98139,80,n,n,51,10,n,Input
56,56,56,98865,98957,92,t,t,52,10,t,Input
57,57,57,99007,99095,88,l,l,53,10,l,Input
