"","DownEventID","UpEventID","DownTime","UpTime","ActionTime","DownEvent","UpEvent","Cursorposition","WordCount","TextChange","Activity"
"1","1","1",17087,17156,69,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"2","2","2",17171,17194,23,"Leftclick","Leftclick","0","0","NoChange","Nonproduction"
"3","3","3",26518,26518,0,"Shift","Shift","0","0","NoChange","Nonproduction"
"4","4","4",26627,26720,93,"W","w","1","1","W","Input"
"5","5","5",26728,26796,68,"h","h","2","1","h","Input"
"6","6","6",26914,26985,71,"e","e","3","1","e","Input"
"7","7","7",27147,27251,104,"r","r","4","1","r","Input"
"8","8","8",27353,27479,126,"e","e","5","1","e","Input"
"9","9","9",27429,27524,95,"Space","Space","6","1"," ","Input"
"10","10","10",27815,27906,91,"d","d","7","2","d","Input"
"11","11","11",27934,28009,75,"o","o","8","2","o","Input"
"12","12","12",28017,28082,65,"e","e","9","2","e","Input"
"13","13","13",28186,28296,110,"s","s","10","2","s","Input"
"14","14","14",28247,28313,66,"Space","Space","11","2"," ","Input"
"15","15","15",28381,28443,62,"h","h","12","3","h","Input"
"16","16","16",28491,28590,99,"a","a","13","3","a","Input"
"17","17","17",28601,28663,62,"p","p","14","3","p","Input"
"18","18","18",28715,28798,83,"p","p","15","3","p","Input"
"19","19","19",28914,28952,38,"i","i","16","3","i","Input"
"20","20","20",29091,29164,73,"n","n","17","3","n","Input"
"21","21","21",29190,29268,78,"e","e","18","3","e","Input"
"22","22","22",29417,29440,23,"d","d","19","3","d","Input"
"23","23","23",29503,29627,124,"d","d","20","3","d","Input"
"24","24","24",29658,29764,106,"Space","Space","21","3"," ","Input"
"25","25","25",30046,30084,38,"Backspace","Backspace","20","3"," ","Remove/Cut"
"26","26","26",30163,30203,40,"Backspace","Backspace","19","3","d","Remove/Cut"
"27","27","27",30280,30318,38,"Backspace","Backspace","18","3","d","Remove/Cut"
"28","28","28",30379,30448,69,"s","s","19","3","s","Input"
"29","29","29",30546,30672,126,"s","s","20","3","s","Input"
"30","30","30",30659,30753,94,"Space","Space","21","3"," ","Input"
"31","31","31",30924,31002,78,"r","r","22","4","r","Input"
"32","32","32",31084,31173,89,"e","e","23","4","e","Input"
"33","33","33",31313,31415,102,"a","a","24","4","a","Input"
